date,actual,predicted,error,abs_error,pct_error
2025-08-01,,779.999449477088,,,
2025-08-04,780.0,779.9985405330984,0.0014594669015650652,0.0014594669015650652,0.0001871111412262904
2025-08-05,,779.998670784237,,,
2025-08-06,,779.9987412616472,,,
2025-08-07,,779.9987097137936,,,
2025-08-08,,779.9987347366903,,,
2025-08-11,780.0,779.9988138968625,0.0011861031374564845,0.0011861031374564845,0.0001520645048021134
2025-08-12,,779.9988858433801,,,
2025-08-13,,779.9989282475078,,,
2025-08-14,,779.9988405481103,,,
2025-08-15,,779.998752177098,,,
2025-08-18,780.0,779.9986487043969,0.0013512956030581336,0.0013512956030581336,0.00017324302603309404
2025-08-19,,779.9986633786057,,,
2025-08-20,,779.9986716032897,,,
2025-08-21,,779.9986678814712,,,
2025-08-22,,779.9986708228903,,,
2025-08-25,780.0,779.9986798376228,0.0013201623771692539,0.0013201623771692539,0.000169251586816571
2025-08-26,,779.9986880886306,,,
2025-08-27,,779.9986929277028,,,
2025-08-28,,779.9986829018429,,,
2025-08-29,,779.9986727837386,,,
2025-09-01,780.0,780.0000072701971,-7.270197102116072e-06,7.270197102116072e-06,9.320765515533426e-07
2025-09-02,,780.0000038903802,,,
2025-09-03,,780.0000083768375,,,
2025-09-04,,780.0000103355445,,,
2025-09-05,,780.0000167558372,,,
2025-09-08,780.0,780.0000090314311,-9.031431090988917e-06,9.031431090988917e-06,1.1578757808960151e-06
2025-09-09,,780.0000081802164,,,
2025-09-10,,780.000005388784,,,
2025-09-11,,780.0000032277679,,,
2025-09-12,,780.0000047924997,,,
2025-09-15,780.0,780.0000060326508,-6.032650844645104e-06,6.032650844645104e-06,7.734167749545006e-07
2025-09-16,,780.0000057001373,,,
2025-09-17,,780.0000061655746,,,
2025-09-18,,780.0000063996448,,,
2025-09-19,,780.0000070910737,,,
2025-09-22,780.0,780.000006250539,-6.250538945096196e-06,6.250538945096196e-06,8.013511468072046e-07
2025-09-23,,780.0000061538206,,,
2025-09-24,,780.0000058496784,,,
2025-09-25,,780.0000056108248,,,
2025-09-26,,780.0000057837382,,,
2025-09-28,,780.000005895721,,,
2025-09-29,780.0,780.000005919249,-5.9192490198256564e-06,5.9192490198256564e-06,7.588780794648278e-07
2025-09-30,,780.0000058830237,,,
2025-10-01,,784.1358246000196,,,
2025-10-09,,795.0875383161595,,,
2025-10-10,780.0,796.5032670771686,-16.50326707716863,16.50326707716863,2.1158034714318754
2025-10-11,,799.3612869160187,,,
2025-10-13,780.0,802.7305765765227,-22.730576576522708,22.730576576522708,2.914176484169578
2025-10-14,,804.7642552012733,,,
2025-10-15,,806.6087691471284,,,
2025-10-16,,808.73979947233,,,
2025-10-17,,810.3744238662802,,,
2025-10-20,780.0,814.2834055286145,-34.28340552861448,34.28340552861448,4.395308401104421
2025-10-21,,815.1678797401926,,,
2025-10-22,,816.1061920211307,,,
2025-10-23,,816.8305201536003,,,
2025-10-24,,818.152147373219,,,
2025-10-27,780.0,823.9452719467456,-43.945271946745606,43.945271946745606,5.634009223941745
2025-10-28,,825.839034612349,,,
2025-10-29,,827.5548391643674,,,
2025-10-30,,829.5386723131458,,,
2025-10-31,,831.0595252794054,,,
2025-11-03,780.0,789.7702621004227,-9.770262100422656,9.770262100422656,1.2525977051823918
2025-11-04,,790.5504426584296,,,
2025-11-05,,791.8996295379579,,,
2025-11-06,,794.6348849676608,,,
2025-11-07,,796.2438959069415,,,
2025-11-10,850.0,801.834557072989,48.165442927010986,48.165442927010986,5.6665226972954095
2025-11-11,,803.897458903673,,,
2025-11-12,,805.4872124204526,,,
2025-11-13,,807.0627124878565,,,
2025-11-14,,808.2386517576707,,,
2025-11-15,,809.2660289625377,,,
2025-11-17,850.0,811.0300234834297,38.96997651657034,38.96997651657034,4.584703119596511
2025-11-18,,811.7402878695228,,,
2025-11-19,,813.008461993587,,,
2025-11-20,,815.5469694837541,,,
2025-11-21,,817.0515221680964,,,
2025-11-24,850.0,822.2539470287354,27.74605297126459,27.74605297126459,3.264241526031128
2025-11-25,,824.1766703977236,,,
2025-11-26,,825.6557947929057,,,
2025-11-27,,827.1238267574886,,,
2025-11-28,,828.2182010589114,,,
2025-12-01,850.0,856.0240175700318,-6.024017570031788,6.024017570031788,0.7087079494155044
2025-12-02,,858.0185322561438,,,
2025-12-03,,859.8864089317948,,,
2025-12-04,,861.9830424345791,,,
2025-12-05,,863.6562911880131,,,
2025-12-08,850.0,867.4664846082802,-17.46648460828021,17.46648460828021,2.054880542150613
2025-12-09,,867.8680237491417,,,
2025-12-10,,868.1980615537223,,,
2025-12-11,,868.3761321579389,,,
2025-12-12,,868.9971846191686,,,
2025-12-15,850.0,873.8624296710317,-23.86242967103169,23.86242967103169,2.807344667180199
2025-12-16,,875.7006517364641,,,
2025-12-17,,877.4514334130938,,,
2025-12-18,,879.3928916989128,,,
2025-12-19,,880.9565855387416,,,
2025-12-22,850.0,884.4977797915193,-34.49777979151929,34.49777979151929,4.058562328414035
2025-12-23,,884.8733234979013,,,
2025-12-24,,885.1789971291963,,,
2025-12-25,,885.3457109690943,,,
2025-12-26,,885.9228181700042,,,
2025-12-29,850.0,890.4501176745557,-40.45011767455571,40.45011767455571,4.758837373477142
2025-12-30,,892.1602762704083,,,
2025-12-31,,893.7894435538547,,,
2026-01-01,,851.6798789157735,,,
2026-01-04,,854.6255465722652,,,
2026-01-05,850.0,856.0331185695084,-6.0331185695083605,6.0331185695083605,0.7097786552362777
2026-01-06,,857.635938880064,,,
2026-01-07,,859.495789516524,,,
2026-01-08,,861.2980168929607,,,
2026-01-09,,863.2643251355066,,,
2026-01-12,850.0,867.5863485598062,-17.586348559806197,17.586348559806197,2.0689821835066113
2026-01-13,,868.4954327073584,,,
2026-01-14,,868.8955248038986,,,
