指标名称,美国：非农就业人员：季调人数变动（月）
指标编码,GM0000033031
1958-11-30 00:00:00,458.0
1958-10-31 00:00:00,-20.0
1958-09-30 00:00:00,275.0
1958-08-31 00:00:00,194.0
1958-07-31 00:00:00,125.0
1958-06-30 00:00:00,-1.0
1958-05-31 00:00:00,-114.0
1958-04-30 00:00:00,-273.0
1958-03-31 00:00:00,-276.0
1958-02-28 00:00:00,-501.0
1958-01-31 00:00:00,-308.0
1957-12-31 00:00:00,-174.0
1957-11-30 00:00:00,-206.0
1957-10-31 00:00:00,-167.0
1957-09-30 00:00:00,-194.0
1957-08-31 00:00:00,3.0
1957-07-31 00:00:00,57.0
1957-06-30 00:00:00,-83.0
1957-05-31 00:00:00,-89.0
1957-04-30 00:00:00,81.0
1957-03-31 00:00:00,60.0
1957-02-28 00:00:00,209.0
1957-01-31 00:00:00,-42.0
1956-12-31 00:00:00,108.0
1956-11-30 00:00:00,41.0
1956-10-31 00:00:00,180.0
1956-09-30 00:00:00,-29.0
1956-08-31 00:00:00,676.0
1956-07-31 00:00:00,-630.0
1956-06-30 00:00:00,78.0
1956-05-31 00:00:00,131.0
1956-04-30 00:00:00,80.0
1956-03-31 00:00:00,128.0
1956-02-29 00:00:00,192.0
1956-01-31 00:00:00,170.0
1955-12-31 00:00:00,213.0
1955-11-30 00:00:00,161.0
1955-10-31 00:00:00,169.0
1955-09-30 00:00:00,151.0
1955-08-31 00:00:00,126.0
1955-07-31 00:00:00,195.0
1955-06-30 00:00:00,278.0
1955-05-31 00:00:00,265.0
1955-04-30 00:00:00,284.0
1955-03-31 00:00:00,319.0
1955-02-28 00:00:00,147.0
1955-01-31 00:00:00,166.0
1954-12-31 00:00:00,153.0
1954-11-30 00:00:00,234.0
1954-10-31 00:00:00,62.0
1954-09-30 00:00:00,57.0
1954-08-31 00:00:00,-10.0
1954-07-31 00:00:00,-61.0
1954-06-30 00:00:00,-69.0
1954-05-31 00:00:00,-213.0
1954-04-30 00:00:00,20.0
1954-03-31 00:00:00,-224.0
1954-02-28 00:00:00,-86.0
1954-01-31 00:00:00,-234.0
1953-12-31 00:00:00,-205.0
1953-11-30 00:00:00,-335.0
1953-10-31 00:00:00,-123.0
1953-09-30 00:00:00,-122.0
1953-08-31 00:00:00,-49.0
1953-07-31 00:00:00,14.0
1953-06-30 00:00:00,31.0
1953-05-31 00:00:00,59.0
1953-04-30 00:00:00,-43.0
1953-03-31 00:00:00,136.0
1953-02-28 00:00:00,194.0
1953-01-31 00:00:00,-19.0
1952-12-31 00:00:00,348.0
1952-11-30 00:00:00,218.0
1952-10-31 00:00:00,279.0
1952-09-30 00:00:00,396.0
1952-08-31 00:00:00,779.0
1952-07-31 00:00:00,-142.0
1952-06-30 00:00:00,-359.0
1952-05-31 00:00:00,29.0
1952-04-30 00:00:00,112.0
1952-03-31 00:00:00,-18.0
1952-02-29 00:00:00,224.0
1952-01-31 00:00:00,-11.0
1951-12-31 00:00:00,161.0
1951-11-30 00:00:00,139.0
1951-10-31 00:00:00,54.0
1951-09-30 00:00:00,-54.0
1951-08-31 00:00:00,-53.0
1951-07-31 00:00:00,-6.0
1951-06-30 00:00:00,115.0
1951-05-31 00:00:00,97.0
1951-04-30 00:00:00,-15.0
1951-03-31 00:00:00,294.0
1951-02-28 00:00:00,289.0
1951-01-31 00:00:00,433.0
1950-12-31 00:00:00,77.0
1950-11-30 00:00:00,66.0
1950-10-31 00:00:00,270.0
1950-09-30 00:00:00,254.0
1950-08-31 00:00:00,734.0
1950-07-31 00:00:00,370.0
1950-06-30 00:00:00,366.0
1950-05-31 00:00:00,342.0
1950-04-30 00:00:00,424.0
1950-03-31 00:00:00,654.0
1950-02-28 00:00:00,-230.0
1950-01-31 00:00:00,11.0
1949-12-31 00:00:00,272.0
1949-11-30 00:00:00,295.0
1949-10-31 00:00:00,-834.0
1949-09-30 00:00:00,162.0
1949-08-31 00:00:00,93.0
1949-07-31 00:00:00,-210.0
1949-06-30 00:00:00,-243.0
1949-05-31 00:00:00,-248.0
1949-04-30 00:00:00,-8.0
1949-03-31 00:00:00,-262.0
1949-02-28 00:00:00,-171.0
1949-01-31 00:00:00,-358.0
1948-12-31 00:00:00,-165.0
1948-11-30 00:00:00,-57.0
1948-10-31 00:00:00,-44.0
1948-09-30 00:00:00,119.0
1948-08-31 00:00:00,16.0
1948-07-31 00:00:00,127.0
1948-06-30 00:00:00,238.0
1948-05-31 00:00:00,425.0
1948-04-30 00:00:00,-311.0
1948-03-31 00:00:00,144.0
1948-02-29 00:00:00,-145.0
1948-01-31 00:00:00,103.0
1947-12-31 00:00:00,92.0
1947-11-30 00:00:00,72.0
1947-10-31 00:00:00,214.0
1947-09-30 00:00:00,242.0
1947-08-31 00:00:00,216.0
1947-07-31 00:00:00,-65.0
1947-06-30 00:00:00,170.0
1947-05-31 00:00:00,146.0
1947-04-30 00:00:00,-114.0
1947-03-31 00:00:00,43.0
1947-02-28 00:00:00,24.0
1947-01-31 00:00:00,160.0
1946-12-31 00:00:00,-18.0
1946-11-30 00:00:00,303.0
1946-10-31 00:00:00,185.0
1946-09-30 00:00:00,266.0
1946-08-31 00:00:00,490.0
1946-07-31 00:00:00,420.0
1946-06-30 00:00:00,384.0
1946-05-31 00:00:00,440.0
1946-04-30 00:00:00,716.0
1946-03-31 00:00:00,942.0
1946-02-28 00:00:00,-581.0
1946-01-31 00:00:00,720.0
1945-12-31 00:00:00,115.0
1945-11-30 00:00:00,398.0
1945-10-31 00:00:00,99.0
1945-09-30 00:00:00,-1967.0
1945-08-31 00:00:00,-406.0
1945-07-31 00:00:00,-276.0
1945-06-30 00:00:00,-155.0
1945-05-31 00:00:00,-139.0
1945-04-30 00:00:00,-353.0
1945-03-31 00:00:00,-108.0
1945-02-28 00:00:00,7.0
1945-01-31 00:00:00,36.0
1944-12-31 00:00:00,149.0
1944-11-30 00:00:00,3.0
1944-10-31 00:00:00,37.0
1944-09-30 00:00:00,-178.0
1944-08-31 00:00:00,-55.0
1944-07-31 00:00:00,-42.0
1944-06-30 00:00:00,-38.0
1944-05-31 00:00:00,-78.0
1944-04-30 00:00:00,-229.0
1944-03-31 00:00:00,-252.0
1944-02-29 00:00:00,-111.0
1944-01-31 00:00:00,-91.0
1943-12-31 00:00:00,-74.0
1943-11-30 00:00:00,145.0
1943-10-31 00:00:00,190.0
1943-09-30 00:00:00,-61.0
1943-08-31 00:00:00,-155.0
1943-07-31 00:00:00,-80.0
1943-06-30 00:00:00,185.0
1943-05-31 00:00:00,-51.0
1943-04-30 00:00:00,94.0
1943-03-31 00:00:00,158.0
1943-02-28 00:00:00,223.0
1943-01-31 00:00:00,257.0
1942-12-31 00:00:00,242.0
1942-11-30 00:00:00,158.0
1942-10-31 00:00:00,260.0
1942-09-30 00:00:00,267.0
1942-08-31 00:00:00,517.0
1942-07-31 00:00:00,443.0
1942-06-30 00:00:00,256.0
1942-05-31 00:00:00,420.0
1942-04-30 00:00:00,416.0
1942-03-31 00:00:00,423.0
1942-02-28 00:00:00,166.0
1942-01-31 00:00:00,243.0
1941-12-31 00:00:00,80.0
1941-11-30 00:00:00,76.0
1941-10-31 00:00:00,113.0
1941-09-30 00:00:00,291.0
1941-08-31 00:00:00,407.0
1941-07-31 00:00:00,486.0
1941-06-30 00:00:00,469.0
1941-05-31 00:00:00,713.0
1941-04-30 00:00:00,375.0
1941-03-31 00:00:00,250.0
1941-02-28 00:00:00,364.0
1941-01-31 00:00:00,308.0
1940-12-31 00:00:00,504.0
1940-11-30 00:00:00,403.0
1940-10-31 00:00:00,455.0
1940-09-30 00:00:00,458.0
1940-08-31 00:00:00,410.0
1940-07-31 00:00:00,-36.0
1940-06-30 00:00:00,98.0
1940-05-31 00:00:00,180.0
1940-04-30 00:00:00,-126.0
1940-03-31 00:00:00,111.0
1940-02-29 00:00:00,112.0
1940-01-31 00:00:00,64.0
1939-12-31 00:00:00,70.0
1939-11-30 00:00:00,61.0
1939-10-31 00:00:00,376.0
1939-09-30 00:00:00,369.0
1939-08-31 00:00:00,244.0
1939-07-31 00:00:00,-83.0
1939-06-30 00:00:00,202.0
1939-05-31 00:00:00,206.0
1939-04-30 00:00:00,-186.0
1939-03-31 00:00:00,179.0
1939-02-28 00:00:00,178.0
