指标名称,动力煤：发货量：大秦铁路（日）
指标编码,ID01027074
2021-10-24 00:00:00,103.04
2021-10-23 00:00:00,100.19
2021-10-22 00:00:00,97.44
2021-10-21 00:00:00,100.03
2021-10-20 00:00:00,98.54
2021-10-19 00:00:00,96.54
2021-10-18 00:00:00,98.27
2021-10-17 00:00:00,103.17
2021-10-16 00:00:00,92.85
2021-10-15 00:00:00,100.19
2021-10-14 00:00:00,103.87
2021-10-13 00:00:00,103.54
2021-10-12 00:00:00,100.65
2021-10-11 00:00:00,98.31
2021-10-10 00:00:00,99.67
2021-10-09 00:00:00,103.53
2021-10-08 00:00:00,97.87
2021-10-07 00:00:00,103.2
2021-10-06 00:00:00,103.49
2021-10-05 00:00:00,98.41
2021-10-04 00:00:00,103.47
2021-10-03 00:00:00,96.66
2021-10-02 00:00:00,123.09
2021-10-01 00:00:00,124.07
2021-09-30 00:00:00,128.8
2021-09-29 00:00:00,125.41
2021-09-28 00:00:00,128.37
2021-09-27 00:00:00,112.96
2021-09-26 00:00:00,123.56
2021-09-25 00:00:00,114.84
2021-09-24 00:00:00,97.92
2021-09-23 00:00:00,120.15
2021-09-22 00:00:00,100.76
2021-09-21 00:00:00,121.38
2021-09-20 00:00:00,123.49
2021-09-19 00:00:00,128.61
2021-09-18 00:00:00,126.87
2021-09-17 00:00:00,95.48
2021-09-16 00:00:00,125.11
2021-09-15 00:00:00,128.21
2021-09-14 00:00:00,101.35
2021-09-13 00:00:00,123.72
2021-09-12 00:00:00,114.8
2021-09-11 00:00:00,127.52
2021-09-10 00:00:00,100.43
2021-09-09 00:00:00,113.58
2021-09-08 00:00:00,119.27
2021-09-07 00:00:00,97.91
2021-09-06 00:00:00,110.18
2021-09-05 00:00:00,118.99
2021-09-04 00:00:00,114.21
2021-09-03 00:00:00,90.72
2021-09-02 00:00:00,110.6
2021-09-01 00:00:00,111.99
2021-08-31 00:00:00,100.8
2021-08-30 00:00:00,111.31
2021-08-29 00:00:00,122.81
2021-08-28 00:00:00,113.5
2021-08-27 00:00:00,100.33
2021-08-26 00:00:00,117.57
2021-08-25 00:00:00,127.66
2021-08-24 00:00:00,81.38
2021-08-23 00:00:00,115.85
2021-08-22 00:00:00,111.76
2021-08-21 00:00:00,117.33
2021-08-20 00:00:00,100.65
2021-08-19 00:00:00,98.92
2021-08-18 00:00:00,128.24
2021-08-17 00:00:00,108.87
2021-08-16 00:00:00,120.4
2021-08-15 00:00:00,122.56
2021-08-14 00:00:00,121.85
2021-08-13 00:00:00,105.69
2021-08-12 00:00:00,128.76
2021-08-11 00:00:00,128.73
2021-08-10 00:00:00,108.04
2021-08-09 00:00:00,123.04
2021-08-08 00:00:00,123.04
2021-08-07 00:00:00,121.73
2021-08-06 00:00:00,108.42
2021-08-05 00:00:00,120.35
2021-08-04 00:00:00,123.15
2021-08-03 00:00:00,128.0
2021-08-02 00:00:00,100.73
2021-08-01 00:00:00,125.06
2021-07-31 00:00:00,112.83
2021-07-30 00:00:00,98.87
2021-07-29 00:00:00,106.25
2021-07-28 00:00:00,123.01
2021-07-27 00:00:00,98.2
2021-07-26 00:00:00,103.73
2021-07-25 00:00:00,128.78
2021-07-24 00:00:00,120.1
2021-07-23 00:00:00,100.44
2021-07-22 00:00:00,111.59
2021-07-21 00:00:00,108.04
2021-07-20 00:00:00,84.34
2021-07-19 00:00:00,78.79
2021-07-18 00:00:00,72.17
2021-07-17 00:00:00,103.01
2021-07-16 00:00:00,94.53
2021-07-15 00:00:00,82.27
2021-07-14 00:00:00,102.52
2021-07-13 00:00:00,59.8
2021-07-12 00:00:00,98.34
2021-07-11 00:00:00,123.45
2021-07-10 00:00:00,118.39
2021-07-09 00:00:00,98.33
2021-07-08 00:00:00,115.26
2021-07-07 00:00:00,110.51
2021-07-06 00:00:00,88.53
2021-07-05 00:00:00,96.2
2021-07-04 00:00:00,109.48
2021-07-03 00:00:00,89.59
2021-07-02 00:00:00,75.61
2021-07-01 00:00:00,85.15
2021-06-30 00:00:00,111.62
2021-06-29 00:00:00,106.06
2021-06-28 00:00:00,112.07
2021-06-27 00:00:00,130.79
2021-06-26 00:00:00,92.04
2021-06-25 00:00:00,70.33
2021-06-24 00:00:00,115.34
2021-06-23 00:00:00,120.35
2021-06-22 00:00:00,103.28
2021-06-21 00:00:00,125.12
2021-06-20 00:00:00,120.19
2021-06-19 00:00:00,126.3
2021-06-18 00:00:00,97.55
2021-06-17 00:00:00,116.0
2021-06-16 00:00:00,119.38
2021-06-15 00:00:00,102.2
2021-06-14 00:00:00,121.51
2021-06-13 00:00:00,126.92
2021-06-12 00:00:00,128.67
2021-06-11 00:00:00,105.45
2021-06-10 00:00:00,121.59
2021-06-09 00:00:00,120.24
2021-06-08 00:00:00,105.75
2021-06-07 00:00:00,117.81
2021-06-06 00:00:00,115.57
2021-06-05 00:00:00,117.21
2021-06-04 00:00:00,99.07
2021-06-03 00:00:00,115.06
2021-06-02 00:00:00,116.83
2021-06-01 00:00:00,98.07
2021-05-31 00:00:00,121.489
2021-05-30 00:00:00,117.35
2021-05-29 00:00:00,100.63
2021-05-28 00:00:00,116.87
2021-05-27 00:00:00,113.01
2021-05-26 00:00:00,123.0
2021-05-25 00:00:00,101.28
2021-05-24 00:00:00,128.35
2021-05-23 00:00:00,128.21
2021-05-22 00:00:00,128.67
2021-05-21 00:00:00,105.1
2021-05-20 00:00:00,124.23
2021-05-19 00:00:00,128.15
2021-05-18 00:00:00,105.58
2021-05-17 00:00:00,128.28
2021-05-16 00:00:00,128.47
2021-05-15 00:00:00,128.46
2021-05-14 00:00:00,105.37
2021-05-13 00:00:00,128.64
2021-05-12 00:00:00,128.15
2021-05-11 00:00:00,106.34
2021-05-10 00:00:00,128.87
2021-05-09 00:00:00,111.13
2021-05-08 00:00:00,128.37
2021-05-07 00:00:00,103.2
2021-05-06 00:00:00,128.14
2021-05-05 00:00:00,128.68
2021-05-04 00:00:00,128.33
2021-05-03 00:00:00,128.56
2021-05-02 00:00:00,128.26
2021-05-01 00:00:00,102.2
2021-04-30 00:00:00,102.25
2021-04-29 00:00:00,102.18
2021-04-28 00:00:00,98.42
2021-04-27 00:00:00,102.17
2021-04-26 00:00:00,96.43
2021-04-25 00:00:00,102.32
2021-04-24 00:00:00,102.06
2021-04-23 00:00:00,96.69
2021-04-22 00:00:00,102.09
2021-04-21 00:00:00,94.18
2021-04-20 00:00:00,96.58
2021-04-19 00:00:00,91.45
2021-04-18 00:00:00,102.32
2021-04-17 00:00:00,95.51
2021-04-16 00:00:00,91.97
2021-04-15 00:00:00,102.33
2021-04-14 00:00:00,102.3
2021-04-13 00:00:00,90.54
2021-04-12 00:00:00,102.81
2021-04-11 00:00:00,102.48
2021-04-10 00:00:00,102.09
2021-04-09 00:00:00,100.16
2021-04-08 00:00:00,96.36
2021-04-07 00:00:00,100.35
2021-04-06 00:00:00,102.09
2021-04-05 00:00:00,105.87
2021-04-04 00:00:00,120.33
2021-04-03 00:00:00,124.1
2021-04-02 00:00:00,120.32
2021-04-01 00:00:00,128.06
2021-03-31 00:00:00,126.89
2021-03-30 00:00:00,91.51
2021-03-29 00:00:00,121.12
2021-03-28 00:00:00,120.2
2021-03-27 00:00:00,125.6
2021-03-26 00:00:00,100.4
2021-03-25 00:00:00,128.7
2021-03-24 00:00:00,128.8
2021-03-23 00:00:00,100.2
2021-03-22 00:00:00,123.2
2021-03-21 00:00:00,121.42
2021-03-20 00:00:00,128.63
2021-03-19 00:00:00,95.52
2021-03-18 00:00:00,120.1
2021-03-17 00:00:00,128.63
2021-03-16 00:00:00,100.94
2021-03-15 00:00:00,124.87
2021-03-14 00:00:00,125.11
2021-03-13 00:00:00,128.02
2021-03-12 00:00:00,97.18
2021-03-11 00:00:00,125.04
2021-03-10 00:00:00,128.23
2021-03-09 00:00:00,102.35
2021-03-08 00:00:00,117.12
2021-03-07 00:00:00,120.76
2021-03-06 00:00:00,126.32
2021-03-05 00:00:00,94.61
2021-03-04 00:00:00,128.26
2021-03-03 00:00:00,90.52
2021-03-02 00:00:00,115.74
2021-03-01 00:00:00,111.67
2021-02-28 00:00:00,112.11
2021-02-27 00:00:00,128.26
2021-02-26 00:00:00,95.64
2021-02-25 00:00:00,127.82
2021-02-24 00:00:00,128.4
2021-02-23 00:00:00,128.55
2021-02-22 00:00:00,128.72
2021-02-21 00:00:00,128.44
2021-02-20 00:00:00,128.28
2021-02-19 00:00:00,106.59
2021-02-18 00:00:00,128.73
2021-02-17 00:00:00,128.89
2021-02-16 00:00:00,128.7
2021-02-15 00:00:00,124.39
2021-02-14 00:00:00,128.56
2021-02-13 00:00:00,127.31
2021-02-12 00:00:00,128.46
2021-02-11 00:00:00,128.85
2021-02-10 00:00:00,128.63
2021-02-09 00:00:00,101.16
2021-02-08 00:00:00,120.1
2021-02-07 00:00:00,128.89
2021-02-06 00:00:00,127.42
2021-02-05 00:00:00,128.14
2021-02-04 00:00:00,124.91
2021-02-03 00:00:00,128.89
2021-02-02 00:00:00,103.11
2021-02-01 00:00:00,124.85
2021-01-31 00:00:00,122.11
2021-01-30 00:00:00,122.99
2021-01-29 00:00:00,126.45
2021-01-28 00:00:00,128.41
2021-01-27 00:00:00,128.86
2021-01-26 00:00:00,100.82
2021-01-25 00:00:00,128.15
2021-01-24 00:00:00,128.29
2021-01-23 00:00:00,130.38
2021-01-22 00:00:00,125.77
2021-01-21 00:00:00,125.1
2021-01-20 00:00:00,125.12
2021-01-19 00:00:00,103.15
2021-01-18 00:00:00,125.38
2021-01-17 00:00:00,125.16
2021-01-16 00:00:00,127.5
2021-01-15 00:00:00,100.53
2021-01-14 00:00:00,127.5
2021-01-13 00:00:00,125.84
2021-01-12 00:00:00,120.07
2021-01-11 00:00:00,125.98
2021-01-10 00:00:00,120.23
2021-01-09 00:00:00,109.07
2021-01-08 00:00:00,100.18
2021-01-07 00:00:00,109.38
2021-01-06 00:00:00,130.03
2021-01-05 00:00:00,96.55
2021-01-04 00:00:00,126.73
2021-01-03 00:00:00,123.58
2021-01-02 00:00:00,126.78
2021-01-01 00:00:00,83.0
2020-12-31 00:00:00,123.43
2020-12-30 00:00:00,115.02
2020-12-29 00:00:00,126.58
2020-12-28 00:00:00,127.11
2020-12-27 00:00:00,127.09
2020-12-26 00:00:00,127.14
2020-12-25 00:00:00,127.54
2020-12-24 00:00:00,127.64
2020-12-23 00:00:00,98.73
2020-12-22 00:00:00,122.02
2020-12-21 00:00:00,120.29
2020-12-20 00:00:00,120.04
2020-12-19 00:00:00,130.34
2020-12-18 00:00:00,121.96
2020-12-17 00:00:00,127.02
2020-12-16 00:00:00,100.78
2020-12-15 00:00:00,120.66
2020-12-14 00:00:00,118.44
2020-12-13 00:00:00,120.15
2020-12-12 00:00:00,125.46
2020-12-11 00:00:00,120.36
2020-12-10 00:00:00,123.62
2020-12-09 00:00:00,105.09
2020-12-08 00:00:00,125.73
2020-12-07 00:00:00,130.07
2020-12-06 00:00:00,130.11
2020-12-05 00:00:00,130.06
2020-12-04 00:00:00,130.19
2020-12-03 00:00:00,130.05
2020-12-02 00:00:00,105.05
2020-12-01 00:00:00,130.04
2020-11-30 00:00:00,130.06
2020-11-29 00:00:00,130.11
2020-11-28 00:00:00,130.04
2020-11-27 00:00:00,130.11
2020-11-26 00:00:00,131.21
2020-11-25 00:00:00,110.04
2020-11-24 00:00:00,130.01
2020-11-23 00:00:00,130.01
2020-11-22 00:00:00,130.06
2020-11-21 00:00:00,130.11
2020-11-20 00:00:00,130.2
2020-11-19 00:00:00,130.12
2020-11-18 00:00:00,105.85
2020-11-17 00:00:00,130.14
2020-11-16 00:00:00,131.43
2020-11-15 00:00:00,131.61
2020-11-14 00:00:00,130.12
2020-11-13 00:00:00,133.14
2020-11-12 00:00:00,132.4
2020-11-11 00:00:00,110.34
2020-11-10 00:00:00,132.35
2020-11-09 00:00:00,125.62
2020-11-08 00:00:00,125.47
2020-11-07 00:00:00,125.35
2020-11-06 00:00:00,130.15
2020-11-05 00:00:00,124.13
2020-11-04 00:00:00,103.79
2020-11-03 00:00:00,114.0
2020-11-02 00:00:00,122.2
2020-11-01 00:00:00,124.43
2020-10-31 00:00:00,103.22
2020-10-30 00:00:00,103.24
2020-10-29 00:00:00,103.2
2020-10-28 00:00:00,103.1
2020-10-27 00:00:00,103.15
2020-10-26 00:00:00,103.19
2020-10-25 00:00:00,103.11
2020-10-24 00:00:00,103.28
2020-10-23 00:00:00,103.11
2020-10-22 00:00:00,103.23
2020-10-21 00:00:00,103.04
2020-10-20 00:00:00,103.24
2020-10-19 00:00:00,100.06
2020-10-18 00:00:00,100.53
2020-10-17 00:00:00,101.06
2020-10-16 00:00:00,102.45
2020-10-15 00:00:00,102.31
2020-10-14 00:00:00,101.51
2020-10-13 00:00:00,105.15
2020-10-12 00:00:00,111.4
2020-10-11 00:00:00,104.32
2020-10-10 00:00:00,91.04
2020-10-09 00:00:00,99.13
2020-10-08 00:00:00,100.16
2020-10-07 00:00:00,104.22
2020-10-06 00:00:00,110.15
2020-10-05 00:00:00,120.16
2020-10-04 00:00:00,120.07
2020-10-03 00:00:00,122.63
2020-10-02 00:00:00,122.04
2020-10-01 00:00:00,125.57
2020-09-30 00:00:00,100.91
2020-09-29 00:00:00,120.06
2020-09-28 00:00:00,122.79
2020-09-27 00:00:00,120.12
2020-09-26 00:00:00,120.66
2020-09-25 00:00:00,120.06
2020-09-24 00:00:00,120.25
2020-09-23 00:00:00,100.13
2020-09-22 00:00:00,120.34
2020-09-21 00:00:00,122.63
2020-09-20 00:00:00,120.34
2020-09-19 00:00:00,121.65
2020-09-18 00:00:00,124.44
2020-09-17 00:00:00,120.15
2020-09-16 00:00:00,101.33
2020-09-15 00:00:00,115.16
2020-09-14 00:00:00,122.17
2020-09-13 00:00:00,124.35
2020-09-12 00:00:00,120.51
2020-09-11 00:00:00,123.78
2020-09-10 00:00:00,121.99
2020-09-09 00:00:00,106.78
2020-09-08 00:00:00,118.68
2020-09-07 00:00:00,118.87
2020-09-06 00:00:00,118.0
2020-09-05 00:00:00,118.0
2020-09-04 00:00:00,115.0
2020-09-03 00:00:00,117.0
2020-09-02 00:00:00,96.0
2020-09-01 00:00:00,118.0
2020-08-31 00:00:00,115.0
2020-08-30 00:00:00,115.0
2020-08-29 00:00:00,120.0
2020-08-28 00:00:00,111.0
2020-08-27 00:00:00,110.0
2020-08-26 00:00:00,77.0
2020-08-25 00:00:00,66.0
2020-08-24 00:00:00,69.0
2020-08-23 00:00:00,125.0
2020-08-22 00:00:00,130.0
2020-08-21 00:00:00,135.0
2020-08-20 00:00:00,130.0
2020-08-19 00:00:00,72.0
2020-08-18 00:00:00,20.0
2020-08-17 00:00:00,130.0
2020-08-16 00:00:00,124.0
2020-08-15 00:00:00,124.0
2020-08-14 00:00:00,127.0
2020-08-13 00:00:00,110.0
2020-08-12 00:00:00,113.0
2020-08-11 00:00:00,125.0
2020-08-10 00:00:00,130.0
2020-08-09 00:00:00,125.0
2020-08-08 00:00:00,115.0
2020-08-07 00:00:00,128.0
2020-08-06 00:00:00,133.0
2020-08-05 00:00:00,110.0
2020-08-04 00:00:00,133.0
2020-08-03 00:00:00,91.0
2020-08-02 00:00:00,121.0
2020-08-01 00:00:00,124.0
2020-07-31 00:00:00,130.0
2020-07-30 00:00:00,134.0
2020-07-29 00:00:00,100.0
2020-07-28 00:00:00,125.0
2020-07-27 00:00:00,130.0
2020-07-26 00:00:00,130.0
2020-07-25 00:00:00,130.0
2020-07-24 00:00:00,135.0
2020-07-23 00:00:00,132.0
2020-07-22 00:00:00,113.0
2020-07-21 00:00:00,130.0
2020-07-20 00:00:00,135.0
2020-07-19 00:00:00,125.0
2020-07-18 00:00:00,107.0
2020-07-17 00:00:00,121.0
2020-07-16 00:00:00,132.0
2020-07-15 00:00:00,107.0
2020-07-14 00:00:00,130.0
2020-07-13 00:00:00,130.0
2020-07-12 00:00:00,125.0
2020-07-11 00:00:00,130.0
2020-07-10 00:00:00,127.0
2020-07-09 00:00:00,124.0
2020-07-08 00:00:00,135.0
2020-07-07 00:00:00,110.0
2020-07-06 00:00:00,131.0
2020-07-05 00:00:00,135.0
2020-07-04 00:00:00,130.0
2020-07-03 00:00:00,130.0
2020-07-02 00:00:00,130.0
2020-07-01 00:00:00,110.0
2020-06-30 00:00:00,130.0
2020-06-29 00:00:00,135.0
2020-06-28 00:00:00,135.0
2020-06-27 00:00:00,135.0
2020-06-26 00:00:00,135.0
2020-06-25 00:00:00,135.0
2020-06-24 00:00:00,112.0
2020-06-23 00:00:00,135.0
2020-06-22 00:00:00,135.0
2020-06-21 00:00:00,135.0
2020-06-20 00:00:00,135.0
2020-06-19 00:00:00,135.0
2020-06-18 00:00:00,138.0
2020-06-17 00:00:00,118.0
2020-06-16 00:00:00,130.0
2020-06-15 00:00:00,130.0
2020-06-14 00:00:00,130.0
2020-06-13 00:00:00,130.0
2020-06-12 00:00:00,130.0
2020-06-11 00:00:00,130.0
2020-06-10 00:00:00,112.0
2020-06-09 00:00:00,103.0
2020-06-08 00:00:00,130.0
2020-06-07 00:00:00,130.0
2020-06-06 00:00:00,130.0
2020-06-05 00:00:00,130.0
2020-06-04 00:00:00,123.0
2020-06-03 00:00:00,113.0
2020-06-02 00:00:00,130.0
2020-06-01 00:00:00,130.0
2020-05-31 00:00:00,130.0
2020-05-30 00:00:00,130.0
2020-05-29 00:00:00,115.0
2020-05-28 00:00:00,105.0
2020-05-27 00:00:00,105.0
2020-05-26 00:00:00,105.0
2020-05-25 00:00:00,105.0
2020-05-24 00:00:00,105.0
2020-05-23 00:00:00,105.0
2020-05-22 00:00:00,105.0
2020-05-21 00:00:00,104.0
2020-05-20 00:00:00,98.0
2020-05-19 00:00:00,98.0
2020-05-18 00:00:00,98.0
2020-05-17 00:00:00,98.0
2020-05-16 00:00:00,101.0
2020-05-15 00:00:00,92.0
2020-05-14 00:00:00,88.0
2020-05-13 00:00:00,96.0
2020-05-12 00:00:00,95.0
2020-05-11 00:00:00,100.0
2020-05-10 00:00:00,95.0
2020-05-09 00:00:00,98.0
2020-05-08 00:00:00,102.0
2020-05-07 00:00:00,98.0
2020-05-06 00:00:00,98.0
2020-05-05 00:00:00,98.0
2020-05-04 00:00:00,98.0
2020-05-03 00:00:00,98.0
2020-05-02 00:00:00,97.0
2020-05-01 00:00:00,95.0
2020-04-30 00:00:00,97.0
2020-04-29 00:00:00,100.0
2020-04-28 00:00:00,106.0
2020-04-27 00:00:00,111.0
2020-04-26 00:00:00,102.0
2020-04-25 00:00:00,104.0
2020-04-24 00:00:00,110.0
2020-04-23 00:00:00,85.0
2020-04-22 00:00:00,106.0
2020-04-21 00:00:00,82.0
2020-04-20 00:00:00,102.0
2020-04-19 00:00:00,101.0
2020-04-18 00:00:00,97.0
2020-04-17 00:00:00,100.0
2020-04-16 00:00:00,81.0
2020-04-15 00:00:00,106.0
2020-04-14 00:00:00,88.0
2020-04-13 00:00:00,96.0
2020-04-12 00:00:00,97.0
2020-04-11 00:00:00,102.0
2020-04-10 00:00:00,109.0
2020-04-09 00:00:00,86.0
2020-04-08 00:00:00,102.0
2020-04-07 00:00:00,84.0
2020-04-06 00:00:00,98.0
2020-04-05 00:00:00,101.0
2020-04-04 00:00:00,105.0
2020-04-03 00:00:00,103.0
2020-04-02 00:00:00,87.0
2020-04-01 00:00:00,111.0
2020-03-31 00:00:00,101.0
2020-03-30 00:00:00,109.0
2020-03-29 00:00:00,119.0
2020-03-28 00:00:00,112.0
2020-03-27 00:00:00,112.0
2020-03-26 00:00:00,94.0
2020-03-25 00:00:00,115.0
2020-03-24 00:00:00,105.0
2020-03-23 00:00:00,114.0
2020-03-22 00:00:00,110.0
2020-03-21 00:00:00,119.0
2020-03-20 00:00:00,117.0
2020-03-19 00:00:00,94.0
2020-03-18 00:00:00,112.0
2020-03-17 00:00:00,94.0
2020-03-16 00:00:00,111.0
2020-03-15 00:00:00,112.0
2020-03-14 00:00:00,106.0
2020-03-13 00:00:00,111.0
2020-03-12 00:00:00,89.0
2020-03-11 00:00:00,110.0
2020-03-10 00:00:00,98.0
2020-03-09 00:00:00,91.0
2020-03-08 00:00:00,107.0
2020-03-07 00:00:00,105.0
2020-03-06 00:00:00,107.0
2020-03-05 00:00:00,85.0
2020-03-04 00:00:00,96.0
2020-03-03 00:00:00,76.0
2020-03-02 00:00:00,92.0
2020-03-01 00:00:00,87.0
2020-02-29 00:00:00,91.0
2020-02-28 00:00:00,95.0
2020-02-27 00:00:00,75.0
2020-02-26 00:00:00,95.0
2020-02-25 00:00:00,73.0
2020-02-24 00:00:00,88.0
2020-02-23 00:00:00,83.0
2020-02-22 00:00:00,87.0
2020-02-21 00:00:00,82.0
2020-02-20 00:00:00,79.0
2020-02-19 00:00:00,87.0
2020-02-18 00:00:00,76.0
2020-02-17 00:00:00,78.0
2020-02-16 00:00:00,83.0
2020-02-15 00:00:00,83.0
2020-02-14 00:00:00,86.0
2020-02-13 00:00:00,72.0
2020-02-12 00:00:00,88.0
2020-02-11 00:00:00,83.0
2020-02-10 00:00:00,78.0
2020-02-09 00:00:00,71.0
2020-02-08 00:00:00,79.0
2020-02-07 00:00:00,78.0
2020-02-06 00:00:00,67.0
2020-02-05 00:00:00,73.0
2020-02-04 00:00:00,79.0
2020-02-03 00:00:00,85.0
2020-02-02 00:00:00,77.0
2020-02-01 00:00:00,88.0
2020-01-31 00:00:00,96.0
2020-01-30 00:00:00,83.0
2020-01-29 00:00:00,94.0
2020-01-28 00:00:00,91.0
2020-01-27 00:00:00,106.0
2020-01-26 00:00:00,83.0
2020-01-25 00:00:00,103.0
2020-01-24 00:00:00,99.0
2020-01-23 00:00:00,96.0
2020-01-22 00:00:00,110.0
2020-01-21 00:00:00,93.0
2020-01-20 00:00:00,106.0
2020-01-19 00:00:00,93.0
2020-01-18 00:00:00,109.0
2020-01-17 00:00:00,106.0
2020-01-16 00:00:00,108.0
2020-01-15 00:00:00,103.0
2020-01-14 00:00:00,109.0
2020-01-13 00:00:00,109.0
2020-01-12 00:00:00,100.0
2020-01-11 00:00:00,108.0
2020-01-10 00:00:00,110.0
2020-01-09 00:00:00,93.0
2020-01-08 00:00:00,101.5
2020-01-07 00:00:00,103.0
2020-01-06 00:00:00,101.0
2020-01-05 00:00:00,103.0
2020-01-04 00:00:00,102.0
2020-01-03 00:00:00,100.0
2020-01-02 00:00:00,102.0
2020-01-01 00:00:00,107.0
2019-12-31 00:00:00,113.0
2019-12-30 00:00:00,115.0
2019-12-29 00:00:00,114.0
2019-12-28 00:00:00,111.0
2019-12-27 00:00:00,115.0
2019-12-26 00:00:00,110.0
2019-12-25 00:00:00,120.0
2019-12-24 00:00:00,110.0
2019-12-23 00:00:00,112.0
2019-12-22 00:00:00,113.0
2019-12-21 00:00:00,116.0
2019-12-20 00:00:00,105.0
2019-12-19 00:00:00,110.0
2019-12-18 00:00:00,110.0
2019-12-17 00:00:00,110.0
2019-12-16 00:00:00,112.0
2019-12-15 00:00:00,103.0
2019-12-14 00:00:00,115.0
2019-12-13 00:00:00,115.0
2019-12-12 00:00:00,115.0
2019-12-11 00:00:00,118.0
2019-12-10 00:00:00,118.0
2019-12-09 00:00:00,120.0
2019-12-08 00:00:00,120.0
2019-12-07 00:00:00,118.0
2019-12-06 00:00:00,118.0
2019-12-05 00:00:00,100.0
2019-12-04 00:00:00,118.0
2019-12-03 00:00:00,120.0
2019-12-02 00:00:00,115.0
2019-12-01 00:00:00,118.0
2019-11-30 00:00:00,118.0
2019-11-29 00:00:00,120.0
2019-11-28 00:00:00,105.0
2019-11-27 00:00:00,121.0
2019-11-26 00:00:00,121.0
2019-11-25 00:00:00,121.0
2019-11-24 00:00:00,123.0
2019-11-23 00:00:00,122.0
2019-11-22 00:00:00,118.0
2019-11-21 00:00:00,118.0
2019-11-20 00:00:00,118.0
2019-11-19 00:00:00,118.0
2019-11-18 00:00:00,115.0
2019-11-17 00:00:00,105.0
2019-11-16 00:00:00,118.0
2019-11-15 00:00:00,121.0
2019-11-14 00:00:00,113.0
2019-11-13 00:00:00,117.0
2019-11-12 00:00:00,117.0
2019-11-11 00:00:00,119.0
2019-11-10 00:00:00,119.0
2019-11-09 00:00:00,118.0
2019-11-08 00:00:00,118.0
2019-11-07 00:00:00,105.0
2019-11-06 00:00:00,120.0
2019-11-05 00:00:00,120.0
2019-11-04 00:00:00,120.0
2019-11-03 00:00:00,120.0
2019-11-02 00:00:00,120.0
2019-11-01 00:00:00,122.0
2019-10-31 00:00:00,120.0
2019-10-30 00:00:00,122.0
2019-10-29 00:00:00,125.0
2019-10-28 00:00:00,117.0
2019-10-27 00:00:00,110.0
2019-10-26 00:00:00,125.0
2019-10-25 00:00:00,125.0
2019-10-24 00:00:00,125.0
2019-10-23 00:00:00,125.0
2019-10-22 00:00:00,125.0
2019-10-21 00:00:00,125.0
2019-10-20 00:00:00,125.0
2019-10-19 00:00:00,125.0
2019-10-18 00:00:00,125.0
2019-10-17 00:00:00,105.0
2019-10-16 00:00:00,125.0
2019-10-15 00:00:00,125.0
2019-10-14 00:00:00,120.0
2019-10-13 00:00:00,125.0
2019-10-12 00:00:00,125.0
2019-10-11 00:00:00,115.0
2019-10-10 00:00:00,125.0
2019-10-09 00:00:00,127.0
2019-10-08 00:00:00,110.0
2019-10-07 00:00:00,105.0
2019-10-06 00:00:00,105.0
2019-10-05 00:00:00,105.0
2019-10-04 00:00:00,105.0
2019-10-03 00:00:00,105.0
2019-10-02 00:00:00,105.0
2019-10-01 00:00:00,100.0
2019-09-30 00:00:00,100.0
2019-09-29 00:00:00,105.0
2019-09-28 00:00:00,105.0
2019-09-27 00:00:00,105.0
2019-09-26 00:00:00,105.0
2019-09-25 00:00:00,105.0
2019-09-24 00:00:00,105.0
2019-09-23 00:00:00,105.0
2019-09-22 00:00:00,106.0
2019-09-21 00:00:00,100.0
2019-09-20 00:00:00,105.0
2019-09-19 00:00:00,105.0
2019-09-18 00:00:00,103.0
2019-09-17 00:00:00,105.0
2019-09-16 00:00:00,105.0
2019-09-15 00:00:00,105.0
2019-09-14 00:00:00,122.0
2019-09-13 00:00:00,124.0
2019-09-12 00:00:00,123.0
2019-09-11 00:00:00,125.0
2019-09-10 00:00:00,121.0
2019-09-09 00:00:00,125.0
2019-09-08 00:00:00,125.0
2019-09-07 00:00:00,107.0
2019-09-06 00:00:00,124.0
2019-09-05 00:00:00,122.0
2019-09-04 00:00:00,122.0
2019-09-03 00:00:00,118.0
2019-09-02 00:00:00,121.0
2019-09-01 00:00:00,124.0
2019-08-31 00:00:00,119.0
2019-08-30 00:00:00,121.0
2019-08-29 00:00:00,117.0
2019-08-28 00:00:00,103.0
2019-08-27 00:00:00,119.0
2019-08-26 00:00:00,115.0
2019-08-25 00:00:00,111.0
2019-08-24 00:00:00,110.0
2019-08-23 00:00:00,110.0
2019-08-22 00:00:00,114.0
2019-08-21 00:00:00,116.0
2019-08-20 00:00:00,109.0
2019-08-19 00:00:00,111.0
2019-08-18 00:00:00,116.0
2019-08-17 00:00:00,100.0
2019-08-16 00:00:00,109.0
2019-08-15 00:00:00,114.0
2019-08-14 00:00:00,118.0
2019-08-13 00:00:00,59.0
2019-08-12 00:00:00,80.0
2019-08-11 00:00:00,122.0
2019-08-10 00:00:00,108.0
2019-08-09 00:00:00,110.0
2019-08-08 00:00:00,115.0
2019-08-07 00:00:00,100.0
2019-08-06 00:00:00,118.0
2019-08-05 00:00:00,87.0
2019-08-04 00:00:00,115.0
2019-08-03 00:00:00,120.0
2019-08-02 00:00:00,120.0
2019-08-01 00:00:00,113.0
2019-07-31 00:00:00,116.0
2019-07-30 00:00:00,116.0
2019-07-29 00:00:00,115.0
2019-07-28 00:00:00,120.0
2019-07-27 00:00:00,102.0
