指标名称,纳斯达克指数：收盘价（日）
指标编码,GM0000000319
2013-06-11 00:00:00,3436.95
2013-06-10 00:00:00,3473.77
2013-06-07 00:00:00,3469.22
2013-06-06 00:00:00,3424.05
2013-06-05 00:00:00,3401.48
2013-06-04 00:00:00,3445.26
2013-06-03 00:00:00,3465.37
2013-05-31 00:00:00,3455.91
2013-05-30 00:00:00,3491.3
2013-05-29 00:00:00,3467.51
2013-05-28 00:00:00,3488.89
2013-05-24 00:00:00,3459.14
2013-05-23 00:00:00,3459.42
2013-05-22 00:00:00,3463.3
2013-05-21 00:00:00,3502.12
2013-05-20 00:00:00,3496.43
2013-05-17 00:00:00,3498.97
2013-05-16 00:00:00,3465.24
2013-05-15 00:00:00,3471.62
2013-05-14 00:00:00,3462.61
2013-05-13 00:00:00,3438.79
2013-05-10 00:00:00,3436.58
2013-05-09 00:00:00,3409.17
2013-05-08 00:00:00,3413.27
2013-05-07 00:00:00,3396.63
2013-05-06 00:00:00,3392.97
2013-05-03 00:00:00,3378.63
2013-05-02 00:00:00,3340.62
2013-05-01 00:00:00,3299.13
2013-04-30 00:00:00,3328.79
2013-04-29 00:00:00,3307.02
2013-04-26 00:00:00,3279.26
2013-04-25 00:00:00,3289.99
2013-04-24 00:00:00,3269.65
2013-04-23 00:00:00,3269.33
2013-04-22 00:00:00,3233.55
2013-04-19 00:00:00,3206.06
2013-04-18 00:00:00,3166.36
2013-04-17 00:00:00,3204.67
2013-04-16 00:00:00,3264.63
2013-04-15 00:00:00,3216.49
2013-04-12 00:00:00,3294.95
2013-04-11 00:00:00,3300.16
2013-04-10 00:00:00,3297.25
2013-04-09 00:00:00,3237.86
2013-04-08 00:00:00,3222.25
2013-04-05 00:00:00,3203.86
2013-04-04 00:00:00,3224.98
2013-04-03 00:00:00,3218.6
2013-04-02 00:00:00,3254.86
2013-04-01 00:00:00,3239.17
2013-03-28 00:00:00,3267.52
2013-03-27 00:00:00,3256.52
2013-03-26 00:00:00,3252.48
2013-03-25 00:00:00,3235.3
2013-03-22 00:00:00,3245.0
2013-03-21 00:00:00,3222.6
2013-03-20 00:00:00,3254.19
2013-03-19 00:00:00,3229.1
2013-03-18 00:00:00,3237.59
2013-03-15 00:00:00,3249.07
2013-03-14 00:00:00,3258.93
2013-03-13 00:00:00,3245.12
2013-03-12 00:00:00,3242.32
2013-03-11 00:00:00,3252.87
2013-03-08 00:00:00,3244.37
2013-03-07 00:00:00,3232.09
2013-03-06 00:00:00,3222.37
2013-03-05 00:00:00,3224.13
2013-03-04 00:00:00,3182.03
2013-03-01 00:00:00,3169.74
2013-02-28 00:00:00,3160.19
2013-02-27 00:00:00,3162.26
2013-02-26 00:00:00,3129.65
2013-02-25 00:00:00,3116.25
2013-02-22 00:00:00,3161.82
2013-02-21 00:00:00,3131.49
2013-02-20 00:00:00,3164.41
2013-02-19 00:00:00,3213.6
2013-02-15 00:00:00,3192.03
2013-02-14 00:00:00,3198.66
2013-02-13 00:00:00,3196.88
2013-02-12 00:00:00,3186.49
2013-02-11 00:00:00,3192.0
2013-02-08 00:00:00,3193.87
2013-02-07 00:00:00,3165.13
2013-02-06 00:00:00,3168.48
2013-02-05 00:00:00,3171.58
2013-02-04 00:00:00,3131.17
2013-02-01 00:00:00,3179.1
2013-01-31 00:00:00,3142.13
2013-01-30 00:00:00,3142.31
2013-01-29 00:00:00,3153.66
2013-01-28 00:00:00,3154.3
2013-01-25 00:00:00,3149.71
2013-01-24 00:00:00,3130.38
2013-01-23 00:00:00,3153.67
2013-01-22 00:00:00,3143.18
2013-01-18 00:00:00,3134.71
2013-01-17 00:00:00,3136.0
2013-01-16 00:00:00,3117.54
2013-01-15 00:00:00,3110.78
2013-01-14 00:00:00,3117.5
2013-01-11 00:00:00,3125.64
2013-01-10 00:00:00,3121.76
2013-01-09 00:00:00,3105.81
2013-01-08 00:00:00,3091.81
2013-01-07 00:00:00,3098.81
2013-01-04 00:00:00,3101.66
2013-01-03 00:00:00,3100.57
2013-01-02 00:00:00,3112.26
2012-12-31 00:00:00,3019.51
2012-12-28 00:00:00,2960.31
2012-12-27 00:00:00,2985.91
2012-12-26 00:00:00,2990.16
2012-12-24 00:00:00,3012.6
2012-12-21 00:00:00,3021.01
2012-12-20 00:00:00,3050.39
2012-12-19 00:00:00,3044.37
2012-12-18 00:00:00,3054.53
2012-12-17 00:00:00,3010.6
2012-12-14 00:00:00,2971.34
2012-12-13 00:00:00,2992.16
2012-12-12 00:00:00,3013.81
2012-12-11 00:00:00,3022.3
2012-12-10 00:00:00,2986.96
2012-12-07 00:00:00,2978.04
2012-12-06 00:00:00,2989.27
2012-12-05 00:00:00,2973.7
2012-12-04 00:00:00,2996.69
2012-12-03 00:00:00,3002.2
2012-11-30 00:00:00,3010.24
2012-11-29 00:00:00,3012.03
2012-11-28 00:00:00,2991.78
2012-11-27 00:00:00,2967.79
2012-11-26 00:00:00,2976.78
2012-11-23 00:00:00,2966.85
2012-11-21 00:00:00,2926.55
2012-11-20 00:00:00,2916.68
2012-11-19 00:00:00,2916.07
2012-11-16 00:00:00,2853.13
2012-11-15 00:00:00,2836.94
2012-11-14 00:00:00,2846.81
2012-11-13 00:00:00,2883.89
2012-11-12 00:00:00,2904.25
2012-11-09 00:00:00,2904.87
2012-11-08 00:00:00,2895.59
2012-11-07 00:00:00,2937.29
2012-11-06 00:00:00,3011.93
2012-11-05 00:00:00,2999.66
2012-11-02 00:00:00,2982.13
2012-11-01 00:00:00,3020.06
2012-10-31 00:00:00,2977.23
2012-10-26 00:00:00,2987.95
2012-10-25 00:00:00,2986.12
2012-10-24 00:00:00,2981.7
2012-10-23 00:00:00,2990.46
2012-10-22 00:00:00,3016.96
2012-10-19 00:00:00,3005.62
2012-10-18 00:00:00,3072.87
2012-10-17 00:00:00,3104.12
2012-10-16 00:00:00,3101.17
2012-10-15 00:00:00,3064.18
2012-10-12 00:00:00,3044.12
2012-10-11 00:00:00,3049.42
2012-10-10 00:00:00,3051.78
2012-10-09 00:00:00,3065.02
2012-10-08 00:00:00,3112.35
2012-10-05 00:00:00,3136.19
2012-10-04 00:00:00,3149.46
2012-10-03 00:00:00,3135.23
2012-10-02 00:00:00,3120.04
2012-10-01 00:00:00,3113.53
2012-09-28 00:00:00,3116.23
2012-09-27 00:00:00,3136.6
2012-09-26 00:00:00,3093.7
2012-09-25 00:00:00,3117.73
2012-09-24 00:00:00,3160.78
2012-09-21 00:00:00,3179.96
2012-09-20 00:00:00,3175.96
2012-09-19 00:00:00,3182.62
2012-09-18 00:00:00,3177.8
2012-09-17 00:00:00,3178.67
2012-09-14 00:00:00,3183.95
2012-09-13 00:00:00,3155.83
2012-09-12 00:00:00,3114.31
2012-09-11 00:00:00,3104.53
2012-09-10 00:00:00,3104.02
2012-09-07 00:00:00,3136.42
2012-09-06 00:00:00,3135.81
2012-09-05 00:00:00,3069.27
2012-09-04 00:00:00,3075.06
2012-08-31 00:00:00,3066.97
2012-08-30 00:00:00,3048.71
2012-08-29 00:00:00,3081.19
2012-08-28 00:00:00,3077.14
2012-08-27 00:00:00,3073.19
2012-08-24 00:00:00,3069.79
2012-08-23 00:00:00,3053.4
2012-08-22 00:00:00,3073.67
2012-08-21 00:00:00,3067.26
2012-08-20 00:00:00,3076.21
2012-08-17 00:00:00,3076.59
2012-08-16 00:00:00,3062.39
2012-08-15 00:00:00,3030.93
2012-08-14 00:00:00,3016.98
2012-08-13 00:00:00,3022.52
2012-08-10 00:00:00,3020.86
2012-08-09 00:00:00,3018.64
2012-08-08 00:00:00,3011.25
2012-08-07 00:00:00,3015.86
2012-08-06 00:00:00,2989.91
2012-08-03 00:00:00,2967.9
2012-08-02 00:00:00,2909.77
2012-08-01 00:00:00,2920.21
2012-07-31 00:00:00,2939.52
2012-07-30 00:00:00,2945.84
2012-07-27 00:00:00,2958.09
2012-07-26 00:00:00,2893.25
2012-07-25 00:00:00,2854.24
2012-07-24 00:00:00,2862.99
2012-07-23 00:00:00,2890.15
2012-07-20 00:00:00,2925.3
2012-07-19 00:00:00,2965.9
2012-07-18 00:00:00,2942.6
2012-07-17 00:00:00,2910.04
2012-07-16 00:00:00,2896.94
2012-07-13 00:00:00,2908.47
2012-07-12 00:00:00,2866.19
2012-07-11 00:00:00,2887.98
2012-07-10 00:00:00,2902.33
2012-07-09 00:00:00,2931.77
2012-07-06 00:00:00,2937.33
2012-07-05 00:00:00,2976.12
2012-07-03 00:00:00,2976.08
2012-07-02 00:00:00,2951.23
2012-06-29 00:00:00,2935.05
2012-06-28 00:00:00,2849.49
2012-06-27 00:00:00,2875.32
2012-06-26 00:00:00,2854.06
2012-06-25 00:00:00,2836.16
2012-06-22 00:00:00,2892.42
2012-06-21 00:00:00,2859.09
2012-06-20 00:00:00,2930.45
2012-06-19 00:00:00,2929.76
2012-06-18 00:00:00,2895.33
2012-06-15 00:00:00,2872.8
2012-06-14 00:00:00,2836.33
2012-06-13 00:00:00,2818.61
2012-06-12 00:00:00,2843.07
2012-06-11 00:00:00,2809.73
2012-06-08 00:00:00,2858.42
2012-06-07 00:00:00,2831.02
2012-06-06 00:00:00,2844.72
2012-06-05 00:00:00,2778.11
2012-06-04 00:00:00,2760.01
2012-06-01 00:00:00,2747.48
2012-05-31 00:00:00,2827.34
2012-05-30 00:00:00,2837.36
2012-05-29 00:00:00,2870.99
2012-05-25 00:00:00,2837.53
2012-05-24 00:00:00,2839.38
2012-05-23 00:00:00,2850.12
2012-05-22 00:00:00,2839.08
2012-05-21 00:00:00,2847.21
2012-05-18 00:00:00,2778.79
2012-05-17 00:00:00,2813.69
2012-05-16 00:00:00,2874.04
2012-05-15 00:00:00,2893.76
2012-05-14 00:00:00,2902.58
2012-05-11 00:00:00,2933.82
2012-05-10 00:00:00,2933.64
2012-05-09 00:00:00,2934.71
2012-05-08 00:00:00,2946.27
2012-05-07 00:00:00,2957.76
2012-05-04 00:00:00,2956.34
2012-05-03 00:00:00,3024.3
2012-05-02 00:00:00,3059.85
2012-05-01 00:00:00,3050.44
2012-04-30 00:00:00,3046.36
2012-04-27 00:00:00,3069.2
2012-04-26 00:00:00,3050.61
2012-04-25 00:00:00,3029.63
2012-04-24 00:00:00,2961.6
2012-04-23 00:00:00,2970.45
2012-04-20 00:00:00,3000.45
2012-04-19 00:00:00,3007.56
2012-04-18 00:00:00,3031.45
2012-04-17 00:00:00,3042.82
2012-04-16 00:00:00,2988.4
2012-04-13 00:00:00,3011.33
2012-04-12 00:00:00,3055.55
2012-04-11 00:00:00,3016.46
2012-04-10 00:00:00,2991.22
2012-04-09 00:00:00,3047.08
2012-04-05 00:00:00,3080.5
2012-04-04 00:00:00,3068.09
2012-04-03 00:00:00,3113.57
2012-04-02 00:00:00,3119.7
2012-03-30 00:00:00,3091.57
2012-03-29 00:00:00,3095.36
2012-03-28 00:00:00,3104.96
2012-03-27 00:00:00,3120.35
2012-03-26 00:00:00,3122.57
2012-03-23 00:00:00,3067.92
2012-03-22 00:00:00,3063.32
2012-03-21 00:00:00,3075.32
2012-03-20 00:00:00,3074.15
2012-03-19 00:00:00,3078.32
2012-03-16 00:00:00,3055.26
2012-03-15 00:00:00,3056.37
2012-03-14 00:00:00,3040.73
2012-03-13 00:00:00,3039.88
2012-03-12 00:00:00,2983.66
2012-03-09 00:00:00,2988.34
2012-03-08 00:00:00,2970.42
2012-03-07 00:00:00,2935.69
2012-03-06 00:00:00,2910.32
2012-03-05 00:00:00,2950.48
2012-03-02 00:00:00,2976.19
2012-03-01 00:00:00,2988.97
2012-02-29 00:00:00,2966.89
2012-02-28 00:00:00,2986.76
2012-02-27 00:00:00,2966.16
2012-02-24 00:00:00,2963.75
2012-02-23 00:00:00,2956.98
2012-02-22 00:00:00,2933.17
2012-02-21 00:00:00,2948.57
2012-02-17 00:00:00,2951.78
2012-02-16 00:00:00,2959.85
2012-02-15 00:00:00,2915.83
2012-02-14 00:00:00,2931.83
2012-02-13 00:00:00,2931.39
2012-02-10 00:00:00,2903.88
2012-02-09 00:00:00,2927.23
2012-02-08 00:00:00,2915.86
2012-02-07 00:00:00,2904.08
2012-02-06 00:00:00,2901.99
2012-02-03 00:00:00,2905.66
2012-02-02 00:00:00,2859.68
2012-02-01 00:00:00,2848.27
2012-01-31 00:00:00,2813.84
2012-01-30 00:00:00,2811.94
2012-01-27 00:00:00,2816.55
2012-01-26 00:00:00,2805.28
2012-01-25 00:00:00,2818.31
2012-01-24 00:00:00,2786.64
2012-01-23 00:00:00,2784.17
2012-01-20 00:00:00,2786.7
2012-01-19 00:00:00,2788.33
2012-01-18 00:00:00,2769.71
2012-01-17 00:00:00,2728.08
2012-01-13 00:00:00,2710.67
2012-01-12 00:00:00,2724.7
2012-01-11 00:00:00,2710.76
2012-01-10 00:00:00,2702.5
2012-01-09 00:00:00,2676.56
2012-01-06 00:00:00,2674.22
2012-01-05 00:00:00,2669.86
2012-01-04 00:00:00,2648.36
2012-01-03 00:00:00,2648.72
2011-12-30 00:00:00,2605.15
2011-12-29 00:00:00,2613.74
2011-12-28 00:00:00,2589.98
2011-12-27 00:00:00,2625.2
2011-12-23 00:00:00,2618.64
2011-12-22 00:00:00,2599.45
2011-12-21 00:00:00,2577.97
2011-12-20 00:00:00,2603.73
2011-12-19 00:00:00,2523.14
2011-12-16 00:00:00,2555.33
2011-12-15 00:00:00,2541.01
2011-12-14 00:00:00,2539.31
2011-12-13 00:00:00,2579.27
2011-12-12 00:00:00,2612.26
2011-12-09 00:00:00,2646.85
2011-12-08 00:00:00,2596.38
2011-12-07 00:00:00,2649.21
2011-12-06 00:00:00,2649.56
2011-12-05 00:00:00,2655.76
2011-12-02 00:00:00,2626.93
2011-12-01 00:00:00,2626.2
2011-11-30 00:00:00,2620.34
2011-11-29 00:00:00,2515.51
2011-11-28 00:00:00,2527.34
2011-11-25 00:00:00,2441.51
2011-11-23 00:00:00,2460.08
2011-11-22 00:00:00,2521.28
2011-11-21 00:00:00,2523.14
2011-11-18 00:00:00,2572.5
2011-11-17 00:00:00,2587.99
2011-11-16 00:00:00,2639.61
2011-11-15 00:00:00,2686.2
2011-11-14 00:00:00,2657.22
2011-11-11 00:00:00,2678.75
2011-11-10 00:00:00,2625.15
2011-11-09 00:00:00,2621.65
2011-11-08 00:00:00,2727.49
2011-11-07 00:00:00,2695.25
2011-11-04 00:00:00,2686.15
2011-11-03 00:00:00,2697.97
2011-11-02 00:00:00,2639.98
2011-11-01 00:00:00,2606.96
2011-10-31 00:00:00,2684.41
2011-10-28 00:00:00,2737.15
2011-10-27 00:00:00,2738.63
2011-10-26 00:00:00,2650.67
2011-10-25 00:00:00,2638.42
2011-10-24 00:00:00,2699.44
2011-10-21 00:00:00,2637.46
2011-10-20 00:00:00,2598.62
2011-10-19 00:00:00,2604.04
2011-10-18 00:00:00,2657.43
2011-10-17 00:00:00,2614.92
2011-10-14 00:00:00,2667.85
2011-10-13 00:00:00,2620.24
2011-10-12 00:00:00,2604.73
2011-10-11 00:00:00,2583.03
2011-10-10 00:00:00,2566.05
2011-10-07 00:00:00,2479.35
2011-10-06 00:00:00,2506.82
2011-10-05 00:00:00,2460.51
2011-10-04 00:00:00,2404.82
2011-10-03 00:00:00,2335.83
2011-09-30 00:00:00,2415.4
2011-09-29 00:00:00,2480.76
2011-09-28 00:00:00,2491.58
2011-09-27 00:00:00,2546.83
2011-09-26 00:00:00,2516.69
2011-09-23 00:00:00,2483.23
2011-09-22 00:00:00,2455.67
2011-09-21 00:00:00,2538.19
2011-09-20 00:00:00,2590.24
2011-09-19 00:00:00,2612.83
2011-09-16 00:00:00,2622.31
2011-09-15 00:00:00,2607.07
2011-09-14 00:00:00,2572.55
2011-09-13 00:00:00,2532.15
2011-09-12 00:00:00,2495.09
2011-09-09 00:00:00,2467.99
2011-09-08 00:00:00,2529.14
2011-09-07 00:00:00,2548.94
2011-09-06 00:00:00,2473.83
2011-09-02 00:00:00,2480.33
2011-09-01 00:00:00,2546.04
2011-08-31 00:00:00,2579.46
2011-08-30 00:00:00,2576.11
2011-08-29 00:00:00,2562.11
2011-08-26 00:00:00,2479.85
2011-08-25 00:00:00,2419.63
2011-08-24 00:00:00,2467.69
2011-08-23 00:00:00,2446.06
2011-08-22 00:00:00,2345.38
2011-08-19 00:00:00,2341.84
2011-08-18 00:00:00,2380.43
2011-08-17 00:00:00,2511.48
2011-08-16 00:00:00,2523.45
2011-08-15 00:00:00,2555.2
2011-08-12 00:00:00,2507.98
2011-08-11 00:00:00,2492.68
2011-08-10 00:00:00,2381.05
2011-08-09 00:00:00,2482.52
2011-08-08 00:00:00,2357.69
2011-08-05 00:00:00,2532.41
2011-08-04 00:00:00,2556.39
2011-08-03 00:00:00,2693.07
2011-08-02 00:00:00,2669.24
2011-08-01 00:00:00,2744.61
2011-07-29 00:00:00,2756.38
2011-07-28 00:00:00,2766.25
2011-07-27 00:00:00,2764.79
2011-07-26 00:00:00,2839.96
2011-07-25 00:00:00,2842.8
2011-07-22 00:00:00,2858.83
2011-07-21 00:00:00,2834.43
2011-07-20 00:00:00,2814.23
2011-07-19 00:00:00,2826.52
2011-07-18 00:00:00,2765.11
2011-07-15 00:00:00,2789.8
2011-07-14 00:00:00,2762.67
2011-07-13 00:00:00,2796.92
2011-07-12 00:00:00,2781.91
2011-07-11 00:00:00,2802.62
2011-07-08 00:00:00,2859.81
2011-07-07 00:00:00,2872.66
2011-07-06 00:00:00,2834.02
2011-07-05 00:00:00,2825.77
2011-07-01 00:00:00,2816.03
2011-06-30 00:00:00,2773.52
2011-06-29 00:00:00,2740.49
2011-06-28 00:00:00,2729.31
2011-06-27 00:00:00,2688.28
2011-06-24 00:00:00,2652.89
2011-06-23 00:00:00,2686.75
2011-06-22 00:00:00,2669.19
2011-06-21 00:00:00,2687.26
2011-06-20 00:00:00,2629.66
2011-06-17 00:00:00,2616.48
2011-06-16 00:00:00,2623.7
2011-06-15 00:00:00,2631.46
2011-06-14 00:00:00,2678.72
2011-06-13 00:00:00,2639.69
2011-06-10 00:00:00,2643.73
2011-06-09 00:00:00,2684.87
2011-06-08 00:00:00,2675.38
2011-06-07 00:00:00,2701.56
2011-06-06 00:00:00,2702.56
2011-06-03 00:00:00,2732.78
2011-06-02 00:00:00,2773.31
2011-06-01 00:00:00,2769.19
2011-05-31 00:00:00,2835.3
2011-05-27 00:00:00,2796.86
2011-05-26 00:00:00,2782.92
2011-05-25 00:00:00,2761.38
2011-05-24 00:00:00,2746.16
2011-05-23 00:00:00,2758.9
2011-05-20 00:00:00,2803.32
2011-05-19 00:00:00,2823.31
2011-05-18 00:00:00,2815.0
2011-05-17 00:00:00,2783.21
2011-05-16 00:00:00,2782.31
2011-05-13 00:00:00,2828.47
2011-05-12 00:00:00,2863.04
2011-05-11 00:00:00,2845.06
2011-05-10 00:00:00,2871.89
2011-05-09 00:00:00,2843.25
2011-05-06 00:00:00,2827.56
2011-05-05 00:00:00,2814.72
2011-05-04 00:00:00,2828.23
2011-05-03 00:00:00,2841.62
2011-05-02 00:00:00,2864.08
2011-04-29 00:00:00,2873.54
2011-04-28 00:00:00,2872.53
2011-04-27 00:00:00,2869.88
2011-04-26 00:00:00,2847.54
2011-04-25 00:00:00,2825.88
2011-04-21 00:00:00,2820.16
2011-04-20 00:00:00,2802.51
2011-04-19 00:00:00,2744.97
2011-04-18 00:00:00,2735.38
2011-04-15 00:00:00,2764.65
2011-04-14 00:00:00,2760.22
2011-04-13 00:00:00,2761.52
2011-04-12 00:00:00,2744.79
2011-04-11 00:00:00,2771.51
2011-04-08 00:00:00,2780.42
2011-04-07 00:00:00,2796.14
2011-04-06 00:00:00,2799.82
2011-04-05 00:00:00,2791.19
2011-04-04 00:00:00,2789.19
2011-04-01 00:00:00,2789.6
2011-03-31 00:00:00,2781.07
2011-03-30 00:00:00,2776.79
2011-03-29 00:00:00,2756.89
2011-03-28 00:00:00,2730.68
2011-03-25 00:00:00,2743.06
2011-03-24 00:00:00,2736.42
2011-03-23 00:00:00,2698.3
2011-03-22 00:00:00,2683.87
2011-03-21 00:00:00,2692.09
2011-03-18 00:00:00,2643.67
2011-03-17 00:00:00,2636.05
2011-03-16 00:00:00,2616.82
2011-03-15 00:00:00,2667.33
2011-03-14 00:00:00,2700.97
2011-03-11 00:00:00,2715.61
2011-03-10 00:00:00,2701.02
2011-03-09 00:00:00,2751.72
2011-03-08 00:00:00,2765.77
2011-03-07 00:00:00,2745.63
2011-03-04 00:00:00,2784.67
2011-03-03 00:00:00,2798.74
2011-03-02 00:00:00,2748.07
2011-03-01 00:00:00,2737.41
2011-02-28 00:00:00,2782.27
2011-02-25 00:00:00,2781.05
2011-02-24 00:00:00,2737.9
2011-02-23 00:00:00,2722.99
2011-02-22 00:00:00,2756.42
2011-02-18 00:00:00,2833.95
2011-02-17 00:00:00,2831.58
2011-02-16 00:00:00,2825.56
2011-02-15 00:00:00,2804.35
2011-02-14 00:00:00,2817.18
2011-02-11 00:00:00,2809.44
2011-02-10 00:00:00,2790.45
2011-02-09 00:00:00,2789.07
2011-02-08 00:00:00,2797.05
2011-02-07 00:00:00,2783.99
2011-02-04 00:00:00,2769.3
2011-02-03 00:00:00,2753.88
2011-02-02 00:00:00,2749.56
2011-02-01 00:00:00,2751.19
2011-01-31 00:00:00,2700.08
2011-01-28 00:00:00,2686.89
2011-01-27 00:00:00,2755.28
2011-01-26 00:00:00,2739.5
2011-01-25 00:00:00,2719.25
2011-01-24 00:00:00,2717.55
2011-01-21 00:00:00,2689.54
2011-01-20 00:00:00,2704.29
2011-01-19 00:00:00,2725.36
2011-01-18 00:00:00,2765.85
2011-01-14 00:00:00,2755.3
2011-01-13 00:00:00,2735.29
2011-01-12 00:00:00,2737.33
2011-01-11 00:00:00,2716.83
2011-01-10 00:00:00,2707.8
2011-01-07 00:00:00,2703.17
2011-01-06 00:00:00,2709.89
2011-01-05 00:00:00,2702.2
2011-01-04 00:00:00,2681.25
2011-01-03 00:00:00,2691.52
2010-12-31 00:00:00,2652.87
2010-12-30 00:00:00,2662.98
2010-12-29 00:00:00,2666.93
2010-12-28 00:00:00,2662.88
2010-12-27 00:00:00,2667.27
2010-12-23 00:00:00,2665.6
2010-12-22 00:00:00,2671.48
2010-12-21 00:00:00,2667.61
2010-12-20 00:00:00,2649.56
2010-12-17 00:00:00,2642.97
2010-12-16 00:00:00,2637.31
2010-12-15 00:00:00,2617.22
2010-12-14 00:00:00,2627.72
2010-12-13 00:00:00,2624.91
2010-12-10 00:00:00,2637.54
2010-12-09 00:00:00,2616.67
2010-12-08 00:00:00,2609.16
2010-12-07 00:00:00,2598.49
2010-12-06 00:00:00,2594.92
2010-12-03 00:00:00,2591.46
2010-12-02 00:00:00,2579.35
2010-12-01 00:00:00,2549.43
2010-11-30 00:00:00,2498.23
2010-11-29 00:00:00,2525.22
2010-11-26 00:00:00,2534.56
2010-11-24 00:00:00,2543.12
2010-11-23 00:00:00,2494.95
2010-11-22 00:00:00,2532.02
2010-11-19 00:00:00,2518.12
2010-11-18 00:00:00,2514.4
2010-11-17 00:00:00,2476.01
2010-11-16 00:00:00,2469.84
2010-11-15 00:00:00,2513.82
2010-11-12 00:00:00,2518.21
2010-11-11 00:00:00,2555.52
2010-11-10 00:00:00,2578.78
2010-11-09 00:00:00,2562.98
2010-11-08 00:00:00,2580.05
2010-11-05 00:00:00,2578.98
2010-11-04 00:00:00,2577.34
2010-11-03 00:00:00,2540.27
2010-11-02 00:00:00,2533.52
2010-11-01 00:00:00,2504.84
2010-10-29 00:00:00,2507.41
2010-10-28 00:00:00,2507.37
2010-10-27 00:00:00,2503.26
2010-10-26 00:00:00,2497.29
2010-10-25 00:00:00,2490.85
2010-10-22 00:00:00,2479.39
2010-10-21 00:00:00,2459.67
2010-10-20 00:00:00,2457.39
2010-10-19 00:00:00,2436.95
2010-10-18 00:00:00,2480.66
2010-10-15 00:00:00,2468.77
2010-10-14 00:00:00,2435.38
2010-10-13 00:00:00,2441.23
2010-10-12 00:00:00,2417.92
2010-10-11 00:00:00,2402.33
2010-10-08 00:00:00,2401.91
2010-10-07 00:00:00,2383.67
2010-10-06 00:00:00,2380.66
2010-10-05 00:00:00,2399.83
2010-10-04 00:00:00,2344.52
2010-10-01 00:00:00,2370.75
2010-09-30 00:00:00,2368.62
2010-09-29 00:00:00,2376.56
2010-09-28 00:00:00,2379.59
2010-09-27 00:00:00,2369.77
2010-09-24 00:00:00,2381.22
2010-09-23 00:00:00,2327.08
2010-09-22 00:00:00,2334.55
2010-09-21 00:00:00,2349.35
2010-09-20 00:00:00,2355.83
2010-09-17 00:00:00,2315.61
2010-09-16 00:00:00,2303.25
2010-09-15 00:00:00,2301.32
2010-09-14 00:00:00,2289.77
2010-09-13 00:00:00,2285.71
2010-09-10 00:00:00,2242.48
2010-09-09 00:00:00,2236.2
2010-09-08 00:00:00,2228.87
2010-09-07 00:00:00,2208.89
2010-09-03 00:00:00,2233.75
2010-09-02 00:00:00,2200.01
2010-09-01 00:00:00,2176.84
2010-08-31 00:00:00,2114.03
2010-08-30 00:00:00,2119.97
2010-08-27 00:00:00,2153.63
2010-08-26 00:00:00,2118.69
2010-08-25 00:00:00,2141.54
2010-08-24 00:00:00,2123.76
2010-08-23 00:00:00,2159.63
2010-08-20 00:00:00,2179.76
2010-08-19 00:00:00,2178.95
2010-08-18 00:00:00,2215.7
2010-08-17 00:00:00,2209.44
2010-08-16 00:00:00,2181.87
2010-08-13 00:00:00,2173.48
2010-08-12 00:00:00,2190.27
2010-08-11 00:00:00,2208.63
2010-08-10 00:00:00,2277.17
2010-08-09 00:00:00,2305.69
2010-08-06 00:00:00,2288.47
2010-08-05 00:00:00,2293.06
2010-08-04 00:00:00,2303.57
2010-08-03 00:00:00,2283.52
2010-08-02 00:00:00,2295.36
2010-07-30 00:00:00,2254.7
2010-07-29 00:00:00,2251.69
2010-07-28 00:00:00,2264.56
2010-07-27 00:00:00,2288.25
2010-07-26 00:00:00,2296.43
2010-07-23 00:00:00,2269.47
2010-07-22 00:00:00,2245.89
2010-07-21 00:00:00,2187.33
2010-07-20 00:00:00,2222.49
2010-07-19 00:00:00,2198.23
2010-07-16 00:00:00,2179.05
2010-07-15 00:00:00,2249.08
2010-07-14 00:00:00,2249.84
2010-07-13 00:00:00,2242.03
2010-07-12 00:00:00,2198.36
2010-07-09 00:00:00,2196.45
2010-07-08 00:00:00,2175.4
2010-07-07 00:00:00,2159.47
2010-07-06 00:00:00,2093.88
2010-07-02 00:00:00,2091.79
2010-07-01 00:00:00,2101.36
2010-06-30 00:00:00,2109.24
2010-06-29 00:00:00,2135.18
2010-06-28 00:00:00,2220.65
2010-06-25 00:00:00,2223.48
2010-06-24 00:00:00,2217.42
2010-06-23 00:00:00,2254.23
2010-06-22 00:00:00,2261.8
2010-06-21 00:00:00,2289.09
2010-06-18 00:00:00,2309.8
2010-06-17 00:00:00,2307.16
2010-06-16 00:00:00,2305.93
2010-06-15 00:00:00,2305.88
2010-06-14 00:00:00,2243.96
2010-06-11 00:00:00,2243.6
2010-06-10 00:00:00,2218.71
2010-06-09 00:00:00,2158.85
2010-06-08 00:00:00,2170.57
2010-06-07 00:00:00,2173.9
2010-06-04 00:00:00,2219.17
2010-06-03 00:00:00,2303.03
2010-06-02 00:00:00,2281.07
2010-06-01 00:00:00,2222.33
2010-05-28 00:00:00,2257.04
2010-05-27 00:00:00,2277.68
2010-05-26 00:00:00,2195.88
2010-05-25 00:00:00,2210.95
2010-05-24 00:00:00,2213.55
2010-05-21 00:00:00,2229.04
2010-05-20 00:00:00,2204.01
2010-05-19 00:00:00,2298.37
2010-05-18 00:00:00,2317.26
2010-05-17 00:00:00,2354.23
2010-05-14 00:00:00,2346.85
2010-05-13 00:00:00,2394.36
