指标名称,韩国综合指数：收盘价（日）
指标编码,GM0000000322
2026-01-13 00:00:00,4692.64
2026-01-12 00:00:00,4624.79
2026-01-09 00:00:00,4586.32
2026-01-08 00:00:00,4552.37
2026-01-07 00:00:00,4551.06
2026-01-06 00:00:00,4525.48
2026-01-05 00:00:00,4457.52
2026-01-02 00:00:00,4309.63
2025-12-30 00:00:00,4214.17
2025-12-29 00:00:00,4220.56
2025-12-26 00:00:00,4129.68
2025-12-24 00:00:00,4108.62
2025-12-23 00:00:00,4117.32
2025-12-22 00:00:00,4105.93
2025-12-19 00:00:00,4020.55
2025-12-18 00:00:00,3994.51
2025-12-17 00:00:00,4056.41
2025-12-16 00:00:00,3999.13
2025-12-15 00:00:00,4090.59
2025-12-12 00:00:00,4167.16
2025-12-11 00:00:00,4110.62
2025-12-10 00:00:00,4135.0
2025-12-09 00:00:00,4143.55
2025-12-08 00:00:00,4154.85
2025-12-05 00:00:00,4100.05
2025-12-04 00:00:00,4028.51
2025-12-03 00:00:00,4036.3
2025-12-02 00:00:00,3994.93
2025-12-01 00:00:00,3920.37
2025-11-28 00:00:00,3926.59
2025-11-27 00:00:00,3986.91
2025-11-26 00:00:00,3960.87
2025-11-25 00:00:00,3857.78
2025-11-24 00:00:00,3846.06
2025-11-21 00:00:00,3853.26
2025-11-20 00:00:00,4004.85
2025-11-19 00:00:00,3929.51
2025-11-18 00:00:00,3953.62
2025-11-17 00:00:00,4089.25
2025-11-14 00:00:00,4011.57
2025-11-13 00:00:00,4181.89
2025-11-12 00:00:00,4150.39
2025-11-11 00:00:00,4106.39
2025-11-10 00:00:00,4073.24
2025-11-07 00:00:00,3953.76
2025-11-06 00:00:00,4026.45
2025-11-05 00:00:00,4004.42
2025-11-04 00:00:00,4121.74
2025-11-03 00:00:00,4221.87
2025-10-31 00:00:00,4107.5
2025-10-30 00:00:00,4086.89
2025-10-29 00:00:00,4081.15
2025-10-28 00:00:00,4010.41
2025-10-27 00:00:00,4042.83
2025-10-24 00:00:00,3941.59
2025-10-23 00:00:00,3845.56
2025-10-22 00:00:00,3883.68
2025-10-21 00:00:00,3823.84
2025-10-20 00:00:00,3814.69
2025-10-17 00:00:00,3748.89
2025-10-16 00:00:00,3748.37
2025-10-15 00:00:00,3657.28
2025-10-14 00:00:00,3561.81
2025-10-13 00:00:00,3584.55
2025-10-10 00:00:00,3610.6
2025-10-02 00:00:00,3549.21
2025-10-01 00:00:00,3455.83
2025-09-30 00:00:00,3424.6
2025-09-29 00:00:00,3431.21
2025-09-26 00:00:00,3386.05
2025-09-25 00:00:00,3471.11
2025-09-24 00:00:00,3472.14
2025-09-23 00:00:00,3486.19
2025-09-22 00:00:00,3468.65
2025-09-19 00:00:00,3445.24
2025-09-18 00:00:00,3461.3
2025-09-17 00:00:00,3413.4
2025-09-16 00:00:00,3449.62
2025-09-15 00:00:00,3407.31
2025-09-12 00:00:00,3395.54
2025-09-11 00:00:00,3344.2
2025-09-10 00:00:00,3314.53
2025-09-09 00:00:00,3260.05
2025-09-08 00:00:00,3219.59
2025-09-05 00:00:00,3205.12
2025-09-04 00:00:00,3200.83
2025-09-03 00:00:00,3184.42
2025-09-02 00:00:00,3172.35
2025-09-01 00:00:00,3142.93
2025-08-29 00:00:00,3186.01
2025-08-28 00:00:00,3196.32
2025-08-27 00:00:00,3187.16
2025-08-26 00:00:00,3179.36
2025-08-25 00:00:00,3209.86
2025-08-22 00:00:00,3168.73
2025-08-21 00:00:00,3141.74
2025-08-20 00:00:00,3130.09
2025-08-19 00:00:00,3151.56
2025-08-18 00:00:00,3177.28
2025-08-14 00:00:00,3225.66
2025-08-13 00:00:00,3224.37
2025-08-12 00:00:00,3189.91
2025-08-11 00:00:00,3206.77
2025-08-08 00:00:00,3210.01
2025-08-07 00:00:00,3227.68
2025-08-06 00:00:00,3198.14
2025-08-05 00:00:00,3198.0
2025-08-04 00:00:00,3147.75
2025-08-01 00:00:00,3119.41
2025-07-31 00:00:00,3245.44
2025-07-30 00:00:00,3254.47
2025-07-29 00:00:00,3230.57
2025-07-28 00:00:00,3209.52
2025-07-25 00:00:00,3196.05
2025-07-24 00:00:00,3190.45
2025-07-23 00:00:00,3183.77
2025-07-22 00:00:00,3169.94
2025-07-21 00:00:00,3210.81
2025-07-18 00:00:00,3188.07
2025-07-17 00:00:00,3192.29
2025-07-16 00:00:00,3186.38
2025-07-15 00:00:00,3215.28
2025-07-14 00:00:00,3202.03
2025-07-11 00:00:00,3175.77
2025-07-10 00:00:00,3183.23
2025-07-09 00:00:00,3133.74
2025-07-08 00:00:00,3114.95
2025-07-07 00:00:00,3059.47
2025-07-04 00:00:00,3054.28
2025-07-03 00:00:00,3116.27
2025-07-02 00:00:00,3075.06
2025-07-01 00:00:00,3089.65
2025-06-30 00:00:00,3071.7
2025-06-27 00:00:00,3055.94
2025-06-26 00:00:00,3079.56
2025-06-25 00:00:00,3108.25
2025-06-24 00:00:00,3103.64
2025-06-23 00:00:00,3014.47
2025-06-20 00:00:00,3021.84
2025-06-19 00:00:00,2977.74
2025-06-18 00:00:00,2972.19
2025-06-17 00:00:00,2950.3
2025-06-16 00:00:00,2946.66
2025-06-13 00:00:00,2894.62
2025-06-12 00:00:00,2920.03
2025-06-11 00:00:00,2907.04
2025-06-10 00:00:00,2871.85
2025-06-09 00:00:00,2855.77
2025-06-05 00:00:00,2812.05
2025-06-04 00:00:00,2770.84
2025-06-02 00:00:00,2698.97
2025-05-30 00:00:00,2697.67
2025-05-29 00:00:00,2720.64
2025-05-28 00:00:00,2670.15
2025-05-27 00:00:00,2637.22
2025-05-26 00:00:00,2644.4
2025-05-23 00:00:00,2592.09
2025-05-22 00:00:00,2593.67
2025-05-21 00:00:00,2625.58
2025-05-20 00:00:00,2601.8
2025-05-19 00:00:00,2603.42
2025-05-16 00:00:00,2626.87
2025-05-15 00:00:00,2621.36
2025-05-14 00:00:00,2640.57
2025-05-13 00:00:00,2608.42
2025-05-12 00:00:00,2607.33
2025-05-09 00:00:00,2577.27
2025-05-08 00:00:00,2579.48
2025-05-07 00:00:00,2573.8
2025-05-02 00:00:00,2559.79
2025-04-30 00:00:00,2556.61
2025-04-29 00:00:00,2565.42
2025-04-28 00:00:00,2548.86
2025-04-25 00:00:00,2546.3
2025-04-24 00:00:00,2522.33
2025-04-23 00:00:00,2525.56
2025-04-22 00:00:00,2486.64
2025-04-21 00:00:00,2488.42
2025-04-18 00:00:00,2483.42
2025-04-17 00:00:00,2470.41
2025-04-16 00:00:00,2447.43
2025-04-15 00:00:00,2477.41
2025-04-14 00:00:00,2455.89
2025-04-11 00:00:00,2432.72
2025-04-10 00:00:00,2445.06
2025-04-09 00:00:00,2293.7
2025-04-08 00:00:00,2334.23
2025-04-07 00:00:00,2328.2
2025-04-04 00:00:00,2465.42
2025-04-03 00:00:00,2486.7
2025-04-02 00:00:00,2505.86
2025-04-01 00:00:00,2521.39
2025-03-31 00:00:00,2481.12
2025-03-28 00:00:00,2557.98
2025-03-27 00:00:00,2607.15
2025-03-26 00:00:00,2643.94
2025-03-25 00:00:00,2615.81
2025-03-24 00:00:00,2632.07
2025-03-21 00:00:00,2643.13
2025-03-20 00:00:00,2637.1
2025-03-19 00:00:00,2628.62
2025-03-18 00:00:00,2612.34
2025-03-17 00:00:00,2610.69
2025-03-14 00:00:00,2566.36
2025-03-13 00:00:00,2573.64
2025-03-12 00:00:00,2574.82
2025-03-11 00:00:00,2537.6
2025-03-10 00:00:00,2570.39
2025-03-07 00:00:00,2563.48
2025-03-06 00:00:00,2576.16
2025-03-05 00:00:00,2558.13
2025-03-04 00:00:00,2528.92
2025-02-28 00:00:00,2532.78
2025-02-27 00:00:00,2621.75
2025-02-26 00:00:00,2641.09
2025-02-25 00:00:00,2630.29
2025-02-24 00:00:00,2645.27
2025-02-21 00:00:00,2654.58
2025-02-20 00:00:00,2654.06
2025-02-19 00:00:00,2671.52
2025-02-18 00:00:00,2626.81
2025-02-17 00:00:00,2610.42
2025-02-14 00:00:00,2591.05
2025-02-13 00:00:00,2583.17
2025-02-12 00:00:00,2548.39
2025-02-11 00:00:00,2539.05
2025-02-10 00:00:00,2521.27
2025-02-07 00:00:00,2521.92
2025-02-06 00:00:00,2536.75
2025-02-05 00:00:00,2509.27
2025-02-04 00:00:00,2481.69
2025-02-03 00:00:00,2453.95
2025-01-31 00:00:00,2517.37
2025-01-24 00:00:00,2536.8
2025-01-23 00:00:00,2515.49
2025-01-22 00:00:00,2547.06
2025-01-21 00:00:00,2518.03
2025-01-20 00:00:00,2520.05
2025-01-17 00:00:00,2523.55
2025-01-16 00:00:00,2527.49
2025-01-15 00:00:00,2496.81
2025-01-14 00:00:00,2497.4
2025-01-13 00:00:00,2489.56
2025-01-10 00:00:00,2515.78
2025-01-09 00:00:00,2521.9
2025-01-08 00:00:00,2521.05
2025-01-07 00:00:00,2492.1
2025-01-06 00:00:00,2488.64
2025-01-03 00:00:00,2441.92
2025-01-02 00:00:00,2398.94
2024-12-30 00:00:00,2399.49
2024-12-27 00:00:00,2404.77
2024-12-26 00:00:00,2429.67
2024-12-24 00:00:00,2440.52
2024-12-23 00:00:00,2442.01
2024-12-20 00:00:00,2404.15
2024-12-19 00:00:00,2435.93
2024-12-18 00:00:00,2484.43
2024-12-17 00:00:00,2456.81
2024-12-16 00:00:00,2488.97
2024-12-13 00:00:00,2494.46
2024-12-12 00:00:00,2482.12
2024-12-11 00:00:00,2442.51
2024-12-10 00:00:00,2417.84
2024-12-09 00:00:00,2360.58
2024-12-06 00:00:00,2428.16
2024-12-05 00:00:00,2441.85
2024-12-04 00:00:00,2464.0
2024-12-03 00:00:00,2500.1
2024-12-02 00:00:00,2454.48
2024-11-29 00:00:00,2455.91
2024-11-28 00:00:00,2504.67
2024-11-27 00:00:00,2503.06
2024-11-26 00:00:00,2520.36
2024-11-25 00:00:00,2534.34
2024-11-22 00:00:00,2501.24
2024-11-21 00:00:00,2480.63
2024-11-20 00:00:00,2482.29
2024-11-19 00:00:00,2471.95
2024-11-18 00:00:00,2469.07
2024-11-15 00:00:00,2416.86
2024-11-14 00:00:00,2424.86
2024-11-13 00:00:00,2417.08
2024-11-12 00:00:00,2482.57
2024-11-11 00:00:00,2531.66
2024-11-08 00:00:00,2561.15
2024-11-07 00:00:00,2564.63
2024-11-06 00:00:00,2563.51
2024-11-05 00:00:00,2576.88
2024-11-04 00:00:00,2588.97
2024-11-01 00:00:00,2542.36
2024-10-31 00:00:00,2556.15
2024-10-30 00:00:00,2593.79
2024-10-29 00:00:00,2617.8
2024-10-28 00:00:00,2612.43
2024-10-25 00:00:00,2583.27
2024-10-24 00:00:00,2581.03
2024-10-23 00:00:00,2599.62
2024-10-22 00:00:00,2570.7
2024-10-21 00:00:00,2604.92
2024-10-18 00:00:00,2593.82
2024-10-17 00:00:00,2609.3
2024-10-16 00:00:00,2610.36
2024-10-15 00:00:00,2633.45
2024-10-14 00:00:00,2623.29
2024-10-11 00:00:00,2596.91
2024-10-10 00:00:00,2599.16
2024-10-08 00:00:00,2594.36
2024-10-07 00:00:00,2610.38
2024-10-04 00:00:00,2569.71
2024-10-02 00:00:00,2561.69
2024-09-30 00:00:00,2593.27
2024-09-27 00:00:00,2649.78
2024-09-26 00:00:00,2671.57
2024-09-25 00:00:00,2596.32
2024-09-24 00:00:00,2631.68
2024-09-23 00:00:00,2602.01
2024-09-20 00:00:00,2593.37
2024-09-19 00:00:00,2580.8
2024-09-13 00:00:00,2575.41
2024-09-12 00:00:00,2572.09
2024-09-11 00:00:00,2513.37
2024-09-10 00:00:00,2523.43
2024-09-09 00:00:00,2535.93
2024-09-06 00:00:00,2544.28
2024-09-05 00:00:00,2575.5
2024-09-04 00:00:00,2580.8
2024-09-03 00:00:00,2664.63
2024-09-02 00:00:00,2681.0
2024-08-30 00:00:00,2674.31
2024-08-29 00:00:00,2662.28
2024-08-28 00:00:00,2689.83
2024-08-27 00:00:00,2689.25
2024-08-26 00:00:00,2698.01
2024-08-23 00:00:00,2701.69
2024-08-22 00:00:00,2707.67
2024-08-21 00:00:00,2701.13
2024-08-20 00:00:00,2696.63
2024-08-19 00:00:00,2674.36
2024-08-16 00:00:00,2697.23
2024-08-14 00:00:00,2644.5
2024-08-13 00:00:00,2621.5
2024-08-12 00:00:00,2618.3
2024-08-09 00:00:00,2588.43
2024-08-08 00:00:00,2556.73
2024-08-07 00:00:00,2568.41
2024-08-06 00:00:00,2522.15
2024-08-05 00:00:00,2441.55
2024-08-02 00:00:00,2676.19
2024-08-01 00:00:00,2777.68
2024-07-31 00:00:00,2770.69
2024-07-30 00:00:00,2738.19
2024-07-29 00:00:00,2765.53
2024-07-26 00:00:00,2731.9
2024-07-25 00:00:00,2710.65
2024-07-24 00:00:00,2758.71
2024-07-23 00:00:00,2774.29
2024-07-22 00:00:00,2763.51
2024-07-19 00:00:00,2795.46
2024-07-18 00:00:00,2824.35
2024-07-17 00:00:00,2843.29
2024-07-16 00:00:00,2866.09
2024-07-15 00:00:00,2860.92
2024-07-12 00:00:00,2857.0
2024-07-11 00:00:00,2891.35
2024-07-10 00:00:00,2867.99
2024-07-09 00:00:00,2867.38
2024-07-08 00:00:00,2857.76
2024-07-05 00:00:00,2862.23
2024-07-04 00:00:00,2824.94
2024-07-03 00:00:00,2794.01
2024-07-02 00:00:00,2780.86
2024-07-01 00:00:00,2804.31
2024-06-28 00:00:00,2797.82
2024-06-27 00:00:00,2784.06
2024-06-26 00:00:00,2792.05
2024-06-25 00:00:00,2774.39
2024-06-24 00:00:00,2764.73
2024-06-21 00:00:00,2784.26
2024-06-20 00:00:00,2807.63
2024-06-19 00:00:00,2797.33
2024-06-18 00:00:00,2763.92
2024-06-17 00:00:00,2744.1
2024-06-14 00:00:00,2758.42
2024-06-13 00:00:00,2754.89
2024-06-12 00:00:00,2728.17
2024-06-11 00:00:00,2705.32
2024-06-10 00:00:00,2701.17
2024-06-07 00:00:00,2722.67
2024-06-05 00:00:00,2689.5
2024-06-04 00:00:00,2662.1
2024-06-03 00:00:00,2682.52
2024-05-31 00:00:00,2636.52
2024-05-30 00:00:00,2635.44
2024-05-29 00:00:00,2677.3
2024-05-28 00:00:00,2722.85
2024-05-27 00:00:00,2722.99
2024-05-24 00:00:00,2687.6
2024-05-23 00:00:00,2721.81
2024-05-22 00:00:00,2723.46
2024-05-21 00:00:00,2724.18
2024-05-20 00:00:00,2742.14
2024-05-17 00:00:00,2724.62
2024-05-16 00:00:00,2753.0
2024-05-14 00:00:00,2730.34
2024-05-13 00:00:00,2727.21
2024-05-10 00:00:00,2727.63
2024-05-09 00:00:00,2712.14
2024-05-08 00:00:00,2745.05
2024-05-07 00:00:00,2734.36
2024-05-03 00:00:00,2676.63
2024-05-02 00:00:00,2683.65
2024-04-30 00:00:00,2692.06
2024-04-29 00:00:00,2687.44
2024-04-26 00:00:00,2656.33
2024-04-25 00:00:00,2628.62
2024-04-24 00:00:00,2675.75
2024-04-23 00:00:00,2623.02
2024-04-22 00:00:00,2629.44
2024-04-19 00:00:00,2591.86
2024-04-18 00:00:00,2634.7
2024-04-17 00:00:00,2584.18
2024-04-16 00:00:00,2609.63
2024-04-15 00:00:00,2670.43
2024-04-12 00:00:00,2681.82
2024-04-11 00:00:00,2706.96
2024-04-09 00:00:00,2705.16
2024-04-08 00:00:00,2717.65
2024-04-05 00:00:00,2714.21
2024-04-04 00:00:00,2742.01
2024-04-03 00:00:00,2706.97
2024-04-02 00:00:00,2753.16
2024-04-01 00:00:00,2747.86
2024-03-29 00:00:00,2746.63
2024-03-28 00:00:00,2745.82
2024-03-27 00:00:00,2755.11
2024-03-26 00:00:00,2757.09
2024-03-25 00:00:00,2737.57
2024-03-22 00:00:00,2748.56
2024-03-21 00:00:00,2754.86
2024-03-20 00:00:00,2690.14
2024-03-19 00:00:00,2656.17
2024-03-18 00:00:00,2685.84
2024-03-15 00:00:00,2666.84
2024-03-14 00:00:00,2718.76
2024-03-13 00:00:00,2693.57
2024-03-12 00:00:00,2681.81
2024-03-11 00:00:00,2659.84
2024-03-08 00:00:00,2680.35
2024-03-07 00:00:00,2647.62
2024-03-06 00:00:00,2641.49
2024-03-05 00:00:00,2649.4
2024-03-04 00:00:00,2674.27
2024-02-29 00:00:00,2642.36
2024-02-28 00:00:00,2652.29
2024-02-27 00:00:00,2625.05
2024-02-26 00:00:00,2647.08
2024-02-23 00:00:00,2667.7
2024-02-22 00:00:00,2664.27
2024-02-21 00:00:00,2653.31
2024-02-20 00:00:00,2657.79
2024-02-19 00:00:00,2680.26
2024-02-16 00:00:00,2648.76
2024-02-15 00:00:00,2613.8
2024-02-14 00:00:00,2620.42
2024-02-13 00:00:00,2649.64
2024-02-08 00:00:00,2620.32
2024-02-07 00:00:00,2609.58
2024-02-06 00:00:00,2576.2
2024-02-05 00:00:00,2591.31
2024-02-02 00:00:00,2615.31
2024-02-01 00:00:00,2542.46
2024-01-31 00:00:00,2497.09
2024-01-30 00:00:00,2498.81
2024-01-29 00:00:00,2500.65
2024-01-26 00:00:00,2478.56
2024-01-25 00:00:00,2470.34
2024-01-24 00:00:00,2469.69
2024-01-23 00:00:00,2478.61
2024-01-22 00:00:00,2464.35
2024-01-19 00:00:00,2472.74
2024-01-18 00:00:00,2440.04
2024-01-17 00:00:00,2435.9
2024-01-16 00:00:00,2497.59
2024-01-15 00:00:00,2525.99
2024-01-12 00:00:00,2525.05
2024-01-11 00:00:00,2540.27
2024-01-10 00:00:00,2541.98
2024-01-09 00:00:00,2561.24
2024-01-08 00:00:00,2567.82
2024-01-05 00:00:00,2578.08
2024-01-04 00:00:00,2587.02
2024-01-03 00:00:00,2607.31
2024-01-02 00:00:00,2669.81
2023-12-28 00:00:00,2655.28
2023-12-27 00:00:00,2613.5
2023-12-26 00:00:00,2602.59
2023-12-22 00:00:00,2599.51
2023-12-21 00:00:00,2600.02
2023-12-20 00:00:00,2614.3
2023-12-19 00:00:00,2568.55
2023-12-18 00:00:00,2566.86
2023-12-15 00:00:00,2563.56
2023-12-14 00:00:00,2544.18
2023-12-13 00:00:00,2510.66
2023-12-12 00:00:00,2535.27
2023-12-11 00:00:00,2525.36
2023-12-08 00:00:00,2517.85
2023-12-07 00:00:00,2492.07
2023-12-06 00:00:00,2495.38
2023-12-05 00:00:00,2494.28
2023-12-04 00:00:00,2514.95
2023-12-01 00:00:00,2505.01
2023-11-30 00:00:00,2535.29
2023-11-29 00:00:00,2519.81
2023-11-28 00:00:00,2521.76
2023-11-27 00:00:00,2495.66
2023-11-24 00:00:00,2496.63
2023-11-23 00:00:00,2514.96
2023-11-22 00:00:00,2511.7
2023-11-21 00:00:00,2510.42
2023-11-20 00:00:00,2491.2
2023-11-17 00:00:00,2469.85
2023-11-16 00:00:00,2486.08
2023-11-15 00:00:00,2486.67
2023-11-14 00:00:00,2433.25
2023-11-13 00:00:00,2403.76
2023-11-10 00:00:00,2409.66
2023-11-09 00:00:00,2427.08
2023-11-08 00:00:00,2421.62
2023-11-07 00:00:00,2443.96
2023-11-06 00:00:00,2502.37
2023-11-03 00:00:00,2368.34
2023-11-02 00:00:00,2343.12
2023-11-01 00:00:00,2301.56
2023-10-31 00:00:00,2277.99
2023-10-30 00:00:00,2310.55
2023-10-27 00:00:00,2302.81
2023-10-26 00:00:00,2299.08
2023-10-25 00:00:00,2363.17
2023-10-24 00:00:00,2383.51
2023-10-23 00:00:00,2357.02
2023-10-20 00:00:00,2375.0
2023-10-19 00:00:00,2415.8
2023-10-18 00:00:00,2462.6
2023-10-17 00:00:00,2460.17
2023-10-16 00:00:00,2436.24
2023-10-13 00:00:00,2456.15
2023-10-12 00:00:00,2479.82
2023-10-11 00:00:00,2450.08
2023-10-10 00:00:00,2402.58
2023-10-06 00:00:00,2408.73
2023-10-05 00:00:00,2403.6
2023-10-04 00:00:00,2405.69
2023-09-27 00:00:00,2465.07
2023-09-26 00:00:00,2462.97
2023-09-25 00:00:00,2495.76
2023-09-22 00:00:00,2508.13
2023-09-21 00:00:00,2514.97
2023-09-20 00:00:00,2559.74
2023-09-19 00:00:00,2559.21
2023-09-18 00:00:00,2574.72
2023-09-15 00:00:00,2601.28
2023-09-14 00:00:00,2572.89
2023-09-13 00:00:00,2534.7
2023-09-12 00:00:00,2536.58
2023-09-11 00:00:00,2556.88
2023-09-08 00:00:00,2547.68
2023-09-07 00:00:00,2548.26
2023-09-06 00:00:00,2563.34
2023-09-05 00:00:00,2582.18
2023-09-04 00:00:00,2584.55
2023-09-01 00:00:00,2563.71
2023-08-31 00:00:00,2556.27
2023-08-30 00:00:00,2561.22
2023-08-29 00:00:00,2552.16
2023-08-28 00:00:00,2543.41
2023-08-25 00:00:00,2519.14
2023-08-24 00:00:00,2537.68
2023-08-23 00:00:00,2505.5
2023-08-22 00:00:00,2515.74
2023-08-21 00:00:00,2508.8
2023-08-18 00:00:00,2504.5
2023-08-17 00:00:00,2519.85
2023-08-16 00:00:00,2525.64
2023-08-14 00:00:00,2570.87
2023-08-11 00:00:00,2591.26
2023-08-10 00:00:00,2601.56
2023-08-09 00:00:00,2605.12
2023-08-08 00:00:00,2573.98
2023-08-07 00:00:00,2580.71
2023-08-04 00:00:00,2602.8
2023-08-03 00:00:00,2605.39
2023-08-02 00:00:00,2616.47
2023-08-01 00:00:00,2667.07
2023-07-31 00:00:00,2632.58
2023-07-28 00:00:00,2608.32
2023-07-27 00:00:00,2603.81
2023-07-26 00:00:00,2592.36
2023-07-25 00:00:00,2636.46
2023-07-24 00:00:00,2628.53
2023-07-21 00:00:00,2609.76
2023-07-20 00:00:00,2600.23
2023-07-19 00:00:00,2608.24
2023-07-18 00:00:00,2607.62
2023-07-17 00:00:00,2619.0
2023-07-14 00:00:00,2628.3
2023-07-13 00:00:00,2591.23
2023-07-12 00:00:00,2574.72
2023-07-11 00:00:00,2562.49
2023-07-10 00:00:00,2520.7
2023-07-07 00:00:00,2526.71
2023-07-06 00:00:00,2556.29
2023-07-05 00:00:00,2579.0
2023-07-04 00:00:00,2593.31
2023-07-03 00:00:00,2602.47
2023-06-30 00:00:00,2564.28
2023-06-29 00:00:00,2550.02
2023-06-28 00:00:00,2564.19
2023-06-27 00:00:00,2581.39
2023-06-26 00:00:00,2582.2
2023-06-23 00:00:00,2570.1
2023-06-22 00:00:00,2593.7
2023-06-21 00:00:00,2582.63
2023-06-20 00:00:00,2604.91
2023-06-19 00:00:00,2609.5
2023-06-16 00:00:00,2625.79
2023-06-15 00:00:00,2608.54
2023-06-14 00:00:00,2619.08
2023-06-13 00:00:00,2637.95
2023-06-12 00:00:00,2629.35
2023-06-09 00:00:00,2641.16
2023-06-08 00:00:00,2610.85
2023-06-07 00:00:00,2615.6
2023-06-05 00:00:00,2615.41
2023-06-02 00:00:00,2601.36
2023-06-01 00:00:00,2569.17
2023-05-31 00:00:00,2577.12
2023-05-30 00:00:00,2585.52
2023-05-26 00:00:00,2558.81
2023-05-25 00:00:00,2554.69
2023-05-24 00:00:00,2567.45
2023-05-23 00:00:00,2567.55
2023-05-22 00:00:00,2557.08
2023-05-19 00:00:00,2537.79
2023-05-18 00:00:00,2515.4
2023-05-17 00:00:00,2494.66
2023-05-16 00:00:00,2480.24
2023-05-15 00:00:00,2479.35
2023-05-12 00:00:00,2475.42
2023-05-11 00:00:00,2491.0
2023-05-10 00:00:00,2496.51
2023-05-09 00:00:00,2510.06
2023-05-08 00:00:00,2513.21
2023-05-04 00:00:00,2500.94
2023-05-03 00:00:00,2501.4
2023-05-02 00:00:00,2524.39
2023-04-28 00:00:00,2501.53
2023-04-27 00:00:00,2495.81
2023-04-26 00:00:00,2484.83
2023-04-25 00:00:00,2489.02
2023-04-24 00:00:00,2523.5
2023-04-21 00:00:00,2544.4
2023-04-20 00:00:00,2563.11
2023-04-19 00:00:00,2575.08
2023-04-18 00:00:00,2571.09
2023-04-17 00:00:00,2575.91
2023-04-14 00:00:00,2571.49
2023-04-13 00:00:00,2561.66
2023-04-12 00:00:00,2550.64
2023-04-11 00:00:00,2547.86
2023-04-10 00:00:00,2512.08
2023-04-07 00:00:00,2490.41
2023-04-06 00:00:00,2459.23
2023-04-05 00:00:00,2495.21
2023-04-04 00:00:00,2480.51
2023-04-03 00:00:00,2472.34
2023-03-31 00:00:00,2476.86
2023-03-30 00:00:00,2453.16
2023-03-29 00:00:00,2443.92
2023-03-28 00:00:00,2434.94
2023-03-27 00:00:00,2409.22
2023-03-24 00:00:00,2414.96
2023-03-23 00:00:00,2424.48
2023-03-22 00:00:00,2416.96
2023-03-21 00:00:00,2388.35
2023-03-20 00:00:00,2379.2
2023-03-17 00:00:00,2395.69
2023-03-16 00:00:00,2377.91
2023-03-15 00:00:00,2379.72
2023-03-14 00:00:00,2348.97
2023-03-13 00:00:00,2410.6
2023-03-10 00:00:00,2394.59
2023-03-09 00:00:00,2419.09
2023-03-08 00:00:00,2431.91
2023-03-07 00:00:00,2463.35
2023-03-06 00:00:00,2462.62
2023-03-03 00:00:00,2432.07
2023-03-02 00:00:00,2427.85
2023-02-28 00:00:00,2412.85
2023-02-27 00:00:00,2402.64
2023-02-24 00:00:00,2423.61
2023-02-23 00:00:00,2439.09
2023-02-22 00:00:00,2417.68
2023-02-21 00:00:00,2458.96
2023-02-20 00:00:00,2455.12
2023-02-17 00:00:00,2451.21
2023-02-16 00:00:00,2475.48
2023-02-15 00:00:00,2427.9
2023-02-14 00:00:00,2465.64
2023-02-13 00:00:00,2452.7
2023-02-10 00:00:00,2469.73
2023-02-09 00:00:00,2481.52
2023-02-08 00:00:00,2483.64
2023-02-07 00:00:00,2451.71
2023-02-06 00:00:00,2438.19
2023-02-03 00:00:00,2480.4
2023-02-02 00:00:00,2468.88
2023-02-01 00:00:00,2449.8
2023-01-31 00:00:00,2425.08
2023-01-30 00:00:00,2450.47
2023-01-27 00:00:00,2484.02
2023-01-26 00:00:00,2468.65
2023-01-25 00:00:00,2428.57
2023-01-20 00:00:00,2395.26
2023-01-19 00:00:00,2380.34
2023-01-18 00:00:00,2368.32
2023-01-17 00:00:00,2379.39
2023-01-16 00:00:00,2399.86
2023-01-13 00:00:00,2386.09
2023-01-12 00:00:00,2365.1
2023-01-11 00:00:00,2359.53
2023-01-10 00:00:00,2351.31
2023-01-09 00:00:00,2350.19
2023-01-06 00:00:00,2289.97
2023-01-05 00:00:00,2264.65
2023-01-04 00:00:00,2255.98
2023-01-03 00:00:00,2218.68
2023-01-02 00:00:00,2225.67
2022-12-29 00:00:00,2236.4
2022-12-28 00:00:00,2280.45
2022-12-27 00:00:00,2332.79
2022-12-26 00:00:00,2317.14
2022-12-23 00:00:00,2313.69
2022-12-22 00:00:00,2356.73
2022-12-21 00:00:00,2328.95
2022-12-20 00:00:00,2333.29
2022-12-19 00:00:00,2352.17
2022-12-16 00:00:00,2360.02
2022-12-15 00:00:00,2360.97
2022-12-14 00:00:00,2399.25
2022-12-13 00:00:00,2372.4
2022-12-12 00:00:00,2373.02
2022-12-09 00:00:00,2389.04
2022-12-08 00:00:00,2371.08
2022-12-07 00:00:00,2382.81
2022-12-06 00:00:00,2393.16
2022-12-05 00:00:00,2419.32
2022-12-02 00:00:00,2434.33
2022-12-01 00:00:00,2479.84
2022-11-30 00:00:00,2472.53
2022-11-29 00:00:00,2433.39
2022-11-28 00:00:00,2408.27
2022-11-25 00:00:00,2437.86
2022-11-24 00:00:00,2441.33
2022-11-23 00:00:00,2418.01
2022-11-22 00:00:00,2405.27
2022-11-21 00:00:00,2419.5
2022-11-18 00:00:00,2444.48
2022-11-17 00:00:00,2448.96
2022-11-16 00:00:00,2477.45
2022-11-15 00:00:00,2480.33
2022-11-14 00:00:00,2474.65
2022-11-11 00:00:00,2483.16
2022-11-10 00:00:00,2402.23
