指标名称,德国DAX30指数：收盘价（日）
指标编码,GM0000000323
2026-01-13 00:00:00,25420.66
2026-01-12 00:00:00,25405.34
2026-01-09 00:00:00,25261.64
2026-01-08 00:00:00,25127.46
2026-01-07 00:00:00,25122.26
2026-01-06 00:00:00,24892.2
2026-01-05 00:00:00,24868.69
2026-01-02 00:00:00,24539.34
2026-01-01 00:00:00,24490.41
2025-12-31 00:00:00,24490.41
2025-12-30 00:00:00,24490.41
2025-12-29 00:00:00,24351.12
2025-12-26 00:00:00,24340.06
2025-12-25 00:00:00,24340.06
2025-12-24 00:00:00,24340.06
2025-12-23 00:00:00,24340.06
2025-12-22 00:00:00,24283.97
2025-12-19 00:00:00,24288.4
2025-12-18 00:00:00,24199.5
2025-12-17 00:00:00,23960.59
2025-12-16 00:00:00,24076.87
2025-12-15 00:00:00,24229.91
2025-12-12 00:00:00,24186.49
2025-12-11 00:00:00,24294.61
2025-12-10 00:00:00,24130.14
2025-12-09 00:00:00,24162.65
2025-12-08 00:00:00,24046.01
2025-12-05 00:00:00,24028.14
2025-12-04 00:00:00,23882.03
2025-12-03 00:00:00,23693.71
2025-12-02 00:00:00,23710.86
2025-12-01 00:00:00,23589.44
2025-11-28 00:00:00,23836.79
2025-11-27 00:00:00,23767.96
2025-11-26 00:00:00,23726.22
2025-11-25 00:00:00,23464.63
2025-11-24 00:00:00,23239.18
2025-11-21 00:00:00,23091.87
2025-11-20 00:00:00,23278.85
2025-11-19 00:00:00,23162.92
2025-11-18 00:00:00,23173.05
2025-11-17 00:00:00,23590.52
2025-11-14 00:00:00,23876.55
2025-11-13 00:00:00,24041.62
2025-11-12 00:00:00,24381.46
2025-11-11 00:00:00,24088.06
2025-11-10 00:00:00,23959.99
2025-11-07 00:00:00,23569.96
2025-11-06 00:00:00,23734.02
2025-11-05 00:00:00,24049.74
2025-11-04 00:00:00,23949.11
2025-11-03 00:00:00,24132.41
2025-10-31 00:00:00,23958.3
2025-10-30 00:00:00,24118.89
2025-10-29 00:00:00,24124.21
2025-10-28 00:00:00,24278.63
2025-10-27 00:00:00,24308.78
2025-10-24 00:00:00,24239.89
2025-10-23 00:00:00,24207.79
2025-10-22 00:00:00,24151.13
2025-10-21 00:00:00,24330.03
2025-10-20 00:00:00,24258.8
2025-10-17 00:00:00,23830.99
2025-10-16 00:00:00,24272.19
2025-10-15 00:00:00,24181.37
2025-10-14 00:00:00,24236.94
2025-10-13 00:00:00,24387.93
2025-10-10 00:00:00,24241.46
2025-10-09 00:00:00,24611.25
2025-10-08 00:00:00,24597.13
2025-10-07 00:00:00,24385.78
2025-10-06 00:00:00,24378.29
2025-10-03 00:00:00,24378.8
2025-10-02 00:00:00,24422.56
2025-10-01 00:00:00,24113.62
2025-09-30 00:00:00,23879.63
2025-09-29 00:00:00,23745.06
2025-09-26 00:00:00,23739.47
2025-09-25 00:00:00,23534.83
2025-09-24 00:00:00,23666.81
2025-09-23 00:00:00,23611.33
2025-09-22 00:00:00,23527.05
2025-09-19 00:00:00,23639.41
2025-09-18 00:00:00,23674.53
2025-09-17 00:00:00,23359.18
2025-09-16 00:00:00,23329.24
2025-09-15 00:00:00,23748.86
2025-09-12 00:00:00,23698.15
2025-09-11 00:00:00,23703.65
2025-09-10 00:00:00,23632.95
2025-09-09 00:00:00,23718.45
2025-09-08 00:00:00,23807.13
2025-09-05 00:00:00,23596.98
2025-09-04 00:00:00,23770.33
2025-09-03 00:00:00,23594.8
2025-09-02 00:00:00,23487.33
2025-09-01 00:00:00,24037.33
2025-08-29 00:00:00,23902.21
2025-08-28 00:00:00,24039.92
2025-08-27 00:00:00,24046.21
2025-08-26 00:00:00,24152.87
2025-08-25 00:00:00,24273.12
2025-08-22 00:00:00,24363.09
2025-08-21 00:00:00,24293.34
2025-08-20 00:00:00,24276.97
2025-08-19 00:00:00,24423.07
2025-08-18 00:00:00,24314.77
2025-08-15 00:00:00,24359.3
2025-08-14 00:00:00,24377.5
2025-08-13 00:00:00,24185.59
2025-08-12 00:00:00,24024.78
2025-08-11 00:00:00,24081.34
2025-08-08 00:00:00,24162.86
2025-08-07 00:00:00,24192.5
2025-08-06 00:00:00,23924.36
2025-08-05 00:00:00,23846.07
2025-08-04 00:00:00,23757.69
2025-08-01 00:00:00,23425.97
2025-07-31 00:00:00,24065.47
2025-07-30 00:00:00,24262.22
2025-07-29 00:00:00,24217.37
2025-07-28 00:00:00,23970.36
2025-07-25 00:00:00,24217.5
2025-07-24 00:00:00,24295.93
2025-07-23 00:00:00,24240.82
2025-07-22 00:00:00,24041.9
2025-07-21 00:00:00,24307.8
2025-07-18 00:00:00,24289.51
2025-07-17 00:00:00,24370.93
2025-07-16 00:00:00,24009.38
2025-07-15 00:00:00,24060.29
2025-07-14 00:00:00,24160.64
2025-07-11 00:00:00,24255.31
2025-07-10 00:00:00,24456.81
2025-07-09 00:00:00,24549.56
2025-07-08 00:00:00,24206.91
2025-07-07 00:00:00,24073.67
2025-07-04 00:00:00,23787.45
2025-07-03 00:00:00,23934.13
2025-07-02 00:00:00,23790.11
2025-07-01 00:00:00,23673.29
2025-06-30 00:00:00,23909.61
2025-06-27 00:00:00,24033.22
2025-06-26 00:00:00,23649.3
2025-06-25 00:00:00,23498.33
2025-06-24 00:00:00,23641.58
2025-06-23 00:00:00,23269.01
2025-06-20 00:00:00,23350.55
2025-06-19 00:00:00,23057.38
2025-06-18 00:00:00,23317.81
2025-06-17 00:00:00,23434.65
2025-06-16 00:00:00,23699.12
2025-06-13 00:00:00,23516.23
2025-06-12 00:00:00,23771.45
2025-06-11 00:00:00,23948.9
2025-06-10 00:00:00,23987.56
2025-06-09 00:00:00,24174.32
2025-06-06 00:00:00,24304.46
2025-06-05 00:00:00,24323.58
2025-06-04 00:00:00,24276.48
2025-06-03 00:00:00,24091.62
2025-06-02 00:00:00,23930.67
2025-05-30 00:00:00,23997.48
2025-05-29 00:00:00,23933.23
2025-05-28 00:00:00,24038.19
2025-05-27 00:00:00,24226.49
2025-05-26 00:00:00,24027.65
2025-05-23 00:00:00,23629.58
2025-05-22 00:00:00,23999.17
2025-05-21 00:00:00,24122.4
2025-05-20 00:00:00,24036.11
2025-05-19 00:00:00,23934.98
2025-05-16 00:00:00,23767.43
2025-05-15 00:00:00,23695.59
2025-05-14 00:00:00,23527.01
2025-05-13 00:00:00,23638.56
2025-05-12 00:00:00,23566.54
2025-05-09 00:00:00,23499.32
2025-05-08 00:00:00,23352.69
2025-05-07 00:00:00,23115.96
2025-05-06 00:00:00,23249.65
2025-05-05 00:00:00,23344.54
2025-05-02 00:00:00,23086.65
2025-05-01 00:00:00,22496.98
2025-04-30 00:00:00,22496.98
2025-04-29 00:00:00,22425.83
2025-04-28 00:00:00,22271.67
2025-04-25 00:00:00,22242.45
2025-04-24 00:00:00,22064.51
2025-04-23 00:00:00,21961.97
2025-04-22 00:00:00,21293.53
2025-04-21 00:00:00,21205.86
2025-04-18 00:00:00,21205.86
2025-04-17 00:00:00,21205.86
2025-04-16 00:00:00,21311.02
2025-04-15 00:00:00,21253.7
2025-04-14 00:00:00,20954.83
2025-04-11 00:00:00,20374.1
2025-04-10 00:00:00,20562.73
2025-04-09 00:00:00,19670.88
2025-04-08 00:00:00,20280.26
2025-04-07 00:00:00,19761.89
2025-04-04 00:00:00,20641.72
2025-04-03 00:00:00,21700.36
2025-04-02 00:00:00,22390.84
2025-04-01 00:00:00,22539.98
2025-03-31 00:00:00,22163.49
2025-03-28 00:00:00,22461.52
2025-03-27 00:00:00,22678.74
2025-03-26 00:00:00,22839.03
2025-03-25 00:00:00,23109.79
2025-03-24 00:00:00,22852.66
2025-03-21 00:00:00,22891.68
2025-03-20 00:00:00,22999.15
2025-03-19 00:00:00,23288.06
2025-03-18 00:00:00,23380.7
2025-03-17 00:00:00,23154.57
2025-03-14 00:00:00,22986.82
2025-03-13 00:00:00,22567.14
2025-03-12 00:00:00,22676.41
2025-03-11 00:00:00,22328.77
2025-03-10 00:00:00,22620.95
2025-03-07 00:00:00,23008.94
2025-03-06 00:00:00,23419.48
2025-03-05 00:00:00,23081.03
2025-03-04 00:00:00,22326.81
2025-03-03 00:00:00,23147.02
2025-02-28 00:00:00,22551.43
2025-02-27 00:00:00,22550.89
2025-02-26 00:00:00,22794.11
2025-02-25 00:00:00,22410.27
2025-02-24 00:00:00,22425.93
2025-02-21 00:00:00,22287.56
2025-02-20 00:00:00,22314.65
2025-02-19 00:00:00,22433.63
2025-02-18 00:00:00,22844.5
2025-02-17 00:00:00,22798.09
2025-02-14 00:00:00,22513.42
2025-02-13 00:00:00,22612.02
2025-02-12 00:00:00,22148.03
2025-02-11 00:00:00,22037.83
2025-02-10 00:00:00,21911.74
2025-02-07 00:00:00,21787.0
2025-02-06 00:00:00,21902.42
2025-02-05 00:00:00,21585.93
2025-02-04 00:00:00,21505.7
2025-02-03 00:00:00,21428.24
2025-01-31 00:00:00,21732.05
2025-01-30 00:00:00,21727.2
2025-01-29 00:00:00,21637.53
2025-01-28 00:00:00,21430.58
2025-01-27 00:00:00,21282.18
2025-01-24 00:00:00,21394.93
2025-01-23 00:00:00,21411.53
2025-01-22 00:00:00,21254.27
2025-01-21 00:00:00,21042.0
2025-01-20 00:00:00,20990.31
2025-01-17 00:00:00,20903.39
2025-01-16 00:00:00,20655.39
2025-01-15 00:00:00,20574.68
2025-01-14 00:00:00,20271.33
2025-01-13 00:00:00,20132.85
2025-01-10 00:00:00,20214.79
2025-01-09 00:00:00,20317.1
2025-01-08 00:00:00,20329.94
2025-01-07 00:00:00,20340.57
2025-01-06 00:00:00,20216.19
2025-01-03 00:00:00,19906.08
2025-01-02 00:00:00,20024.66
2025-01-01 00:00:00,19909.14
2024-12-31 00:00:00,19909.14
2024-12-30 00:00:00,19909.14
2024-12-27 00:00:00,19984.32
2024-12-26 00:00:00,19848.77
2024-12-25 00:00:00,19848.77
2024-12-24 00:00:00,19848.77
2024-12-23 00:00:00,19848.77
2024-12-20 00:00:00,19884.75
2024-12-19 00:00:00,19969.86
2024-12-18 00:00:00,20242.57
2024-12-17 00:00:00,20246.37
2024-12-16 00:00:00,20313.81
2024-12-13 00:00:00,20405.92
2024-12-12 00:00:00,20426.27
2024-12-11 00:00:00,20399.16
2024-12-10 00:00:00,20329.16
2024-12-09 00:00:00,20345.96
2024-12-06 00:00:00,20384.61
2024-12-05 00:00:00,20358.8
2024-12-04 00:00:00,20232.14
2024-12-03 00:00:00,20016.75
2024-12-02 00:00:00,19933.62
2024-11-29 00:00:00,19626.45
2024-11-28 00:00:00,19425.73
2024-11-27 00:00:00,19261.75
2024-11-26 00:00:00,19295.98
2024-11-25 00:00:00,19405.2
2024-11-22 00:00:00,19322.59
2024-11-21 00:00:00,19146.17
2024-11-20 00:00:00,19004.78
2024-11-19 00:00:00,19060.31
2024-11-18 00:00:00,19189.19
2024-11-15 00:00:00,19210.81
2024-11-14 00:00:00,19263.7
2024-11-13 00:00:00,19003.11
2024-11-12 00:00:00,19033.64
2024-11-11 00:00:00,19448.6
2024-11-08 00:00:00,19215.48
2024-11-07 00:00:00,19362.52
2024-11-06 00:00:00,19039.31
2024-11-05 00:00:00,19256.27
2024-11-04 00:00:00,19147.85
2024-11-01 00:00:00,19254.97
2024-10-31 00:00:00,19077.54
2024-10-30 00:00:00,19257.34
2024-10-29 00:00:00,19478.07
2024-10-28 00:00:00,19531.62
2024-10-25 00:00:00,19463.59
2024-10-24 00:00:00,19443.0
2024-10-23 00:00:00,19377.62
2024-10-22 00:00:00,19421.91
2024-10-21 00:00:00,19461.19
2024-10-18 00:00:00,19657.37
2024-10-17 00:00:00,19583.39
2024-10-16 00:00:00,19432.81
2024-10-15 00:00:00,19486.19
2024-10-14 00:00:00,19508.29
2024-10-11 00:00:00,19373.83
2024-10-10 00:00:00,19210.9
2024-10-09 00:00:00,19254.93
2024-10-08 00:00:00,19066.47
2024-10-07 00:00:00,19104.1
2024-10-04 00:00:00,19120.93
2024-10-03 00:00:00,19015.41
2024-10-02 00:00:00,19164.75
2024-10-01 00:00:00,19213.14
2024-09-30 00:00:00,19324.93
2024-09-27 00:00:00,19473.63
2024-09-26 00:00:00,19238.36
2024-09-25 00:00:00,18918.5
2024-09-24 00:00:00,18996.63
2024-09-23 00:00:00,18846.79
2024-09-20 00:00:00,18720.01
2024-09-19 00:00:00,19002.38
2024-09-18 00:00:00,18711.49
2024-09-17 00:00:00,18726.08
2024-09-16 00:00:00,18633.11
2024-09-13 00:00:00,18699.4
2024-09-12 00:00:00,18518.39
2024-09-11 00:00:00,18330.27
2024-09-10 00:00:00,18265.92
2024-09-09 00:00:00,18443.56
2024-09-06 00:00:00,18301.9
2024-09-05 00:00:00,18576.5
2024-09-04 00:00:00,18591.85
2024-09-03 00:00:00,18747.11
2024-09-02 00:00:00,18930.85
2024-08-30 00:00:00,18906.92
2024-08-29 00:00:00,18912.57
2024-08-28 00:00:00,18782.29
2024-08-27 00:00:00,18681.81
2024-08-26 00:00:00,18617.02
2024-08-23 00:00:00,18633.1
2024-08-22 00:00:00,18493.39
2024-08-21 00:00:00,18448.95
2024-08-20 00:00:00,18357.52
2024-08-19 00:00:00,18421.69
2024-08-16 00:00:00,18322.4
2024-08-15 00:00:00,18183.24
2024-08-14 00:00:00,17885.6
2024-08-13 00:00:00,17812.05
2024-08-12 00:00:00,17726.47
2024-08-09 00:00:00,17722.88
2024-08-08 00:00:00,17680.4
2024-08-07 00:00:00,17615.15
2024-08-06 00:00:00,17354.32
2024-08-05 00:00:00,17339.0
2024-08-02 00:00:00,17661.22
2024-08-01 00:00:00,18083.05
2024-07-31 00:00:00,18508.65
2024-07-30 00:00:00,18411.18
2024-07-29 00:00:00,18320.67
2024-07-26 00:00:00,18417.55
2024-07-25 00:00:00,18298.72
2024-07-24 00:00:00,18387.46
2024-07-23 00:00:00,18557.7
2024-07-22 00:00:00,18407.07
2024-07-19 00:00:00,18171.93
2024-07-18 00:00:00,18354.76
2024-07-17 00:00:00,18437.3
2024-07-16 00:00:00,18518.03
2024-07-15 00:00:00,18590.89
2024-07-12 00:00:00,18748.18
2024-07-11 00:00:00,18534.56
2024-07-10 00:00:00,18407.22
2024-07-09 00:00:00,18236.19
2024-07-08 00:00:00,18472.05
2024-07-05 00:00:00,18475.45
2024-07-04 00:00:00,18450.48
2024-07-03 00:00:00,18374.53
2024-07-02 00:00:00,18164.06
2024-07-01 00:00:00,18290.66
2024-06-28 00:00:00,18235.45
2024-06-27 00:00:00,18210.55
2024-06-26 00:00:00,18155.24
2024-06-25 00:00:00,18177.62
2024-06-24 00:00:00,18325.58
2024-06-21 00:00:00,18163.52
2024-06-20 00:00:00,18254.18
2024-06-19 00:00:00,18067.91
2024-06-18 00:00:00,18131.97
2024-06-17 00:00:00,18068.21
2024-06-14 00:00:00,18002.02
2024-06-13 00:00:00,18265.68
2024-06-12 00:00:00,18630.86
2024-06-11 00:00:00,18369.94
2024-06-10 00:00:00,18494.89
2024-06-07 00:00:00,18557.27
2024-06-06 00:00:00,18652.67
2024-06-05 00:00:00,18575.94
2024-06-04 00:00:00,18405.64
2024-06-03 00:00:00,18608.16
2024-05-31 00:00:00,18497.94
2024-05-30 00:00:00,18496.79
2024-05-29 00:00:00,18473.29
2024-05-28 00:00:00,18677.87
2024-05-27 00:00:00,18774.71
2024-05-24 00:00:00,18693.37
2024-05-23 00:00:00,18691.32
2024-05-22 00:00:00,18680.2
2024-05-21 00:00:00,18726.76
2024-05-20 00:00:00,18768.96
2024-05-17 00:00:00,18704.42
2024-05-16 00:00:00,18738.81
2024-05-15 00:00:00,18869.36
2024-05-14 00:00:00,18716.42
2024-05-13 00:00:00,18742.22
2024-05-10 00:00:00,18772.85
2024-05-09 00:00:00,18686.6
2024-05-08 00:00:00,18498.38
2024-05-07 00:00:00,18438.53
2024-05-06 00:00:00,18175.21
2024-05-03 00:00:00,18001.6
2024-05-02 00:00:00,17896.5
2024-05-01 00:00:00,17932.17
2024-04-30 00:00:00,17932.17
2024-04-29 00:00:00,18118.32
2024-04-26 00:00:00,18161.01
2024-04-25 00:00:00,17917.28
2024-04-24 00:00:00,18088.7
2024-04-23 00:00:00,18137.65
2024-04-22 00:00:00,17860.8
2024-04-19 00:00:00,17737.36
2024-04-18 00:00:00,17837.4
2024-04-17 00:00:00,17770.02
2024-04-16 00:00:00,17766.23
2024-04-15 00:00:00,18026.58
2024-04-12 00:00:00,17930.32
2024-04-11 00:00:00,17954.48
2024-04-10 00:00:00,18097.3
2024-04-09 00:00:00,18076.69
2024-04-08 00:00:00,18318.97
2024-04-05 00:00:00,18175.04
2024-04-04 00:00:00,18403.13
2024-04-03 00:00:00,18367.72
2024-04-02 00:00:00,18283.13
2024-04-01 00:00:00,18492.49
2024-03-29 00:00:00,18492.49
2024-03-28 00:00:00,18492.49
2024-03-27 00:00:00,18477.09
2024-03-26 00:00:00,18384.35
2024-03-25 00:00:00,18261.31
2024-03-22 00:00:00,18205.94
2024-03-21 00:00:00,18179.25
2024-03-20 00:00:00,18015.13
2024-03-19 00:00:00,17987.49
2024-03-18 00:00:00,17932.68
2024-03-15 00:00:00,17936.65
2024-03-14 00:00:00,17942.04
2024-03-13 00:00:00,17961.38
2024-03-12 00:00:00,17965.11
2024-03-11 00:00:00,17746.27
2024-03-08 00:00:00,17814.51
2024-03-07 00:00:00,17842.85
2024-03-06 00:00:00,17716.71
2024-03-05 00:00:00,17698.4
2024-03-04 00:00:00,17716.17
2024-03-01 00:00:00,17735.07
2024-02-29 00:00:00,17678.19
2024-02-28 00:00:00,17601.22
2024-02-27 00:00:00,17556.49
2024-02-26 00:00:00,17423.23
2024-02-23 00:00:00,17419.33
2024-02-22 00:00:00,17370.45
2024-02-21 00:00:00,17118.12
2024-02-20 00:00:00,17068.43
2024-02-19 00:00:00,17092.26
2024-02-16 00:00:00,17117.44
2024-02-15 00:00:00,17046.69
2024-02-14 00:00:00,16945.48
2024-02-13 00:00:00,16880.83
2024-02-12 00:00:00,17037.35
2024-02-09 00:00:00,16926.5
2024-02-08 00:00:00,16963.83
2024-02-07 00:00:00,16921.96
2024-02-06 00:00:00,17033.24
2024-02-05 00:00:00,16904.06
2024-02-02 00:00:00,16918.21
2024-02-01 00:00:00,16859.04
2024-01-31 00:00:00,16903.76
2024-01-30 00:00:00,16972.34
2024-01-29 00:00:00,16941.71
2024-01-26 00:00:00,16961.39
2024-01-25 00:00:00,16906.92
2024-01-24 00:00:00,16889.92
2024-01-23 00:00:00,16627.09
2024-01-22 00:00:00,16683.36
2024-01-19 00:00:00,16555.13
2024-01-18 00:00:00,16567.35
2024-01-17 00:00:00,16431.69
2024-01-16 00:00:00,16571.68
2024-01-15 00:00:00,16622.22
2024-01-12 00:00:00,16704.56
2024-01-11 00:00:00,16547.03
2024-01-10 00:00:00,16689.81
2024-01-09 00:00:00,16688.36
2024-01-08 00:00:00,16716.47
2024-01-05 00:00:00,16594.21
2024-01-04 00:00:00,16617.29
2024-01-03 00:00:00,16538.39
2024-01-02 00:00:00,16769.36
2024-01-01 00:00:00,16751.64
2023-12-29 00:00:00,16751.64
2023-12-28 00:00:00,16701.55
2023-12-27 00:00:00,16742.07
2023-12-26 00:00:00,16706.18
2023-12-25 00:00:00,16706.18
2023-12-22 00:00:00,16706.18
2023-12-21 00:00:00,16687.42
2023-12-20 00:00:00,16733.05
2023-12-19 00:00:00,16744.41
2023-12-18 00:00:00,16650.55
2023-12-15 00:00:00,16751.44
2023-12-14 00:00:00,16752.23
2023-12-13 00:00:00,16766.05
2023-12-12 00:00:00,16791.74
2023-12-11 00:00:00,16794.43
2023-12-08 00:00:00,16759.22
2023-12-07 00:00:00,16628.99
2023-12-06 00:00:00,16656.44
2023-12-05 00:00:00,16533.11
2023-12-04 00:00:00,16404.76
2023-12-01 00:00:00,16397.52
2023-11-30 00:00:00,16215.43
2023-11-29 00:00:00,16166.45
2023-11-28 00:00:00,15992.67
2023-11-27 00:00:00,15966.37
2023-11-24 00:00:00,16029.49
2023-11-23 00:00:00,15994.73
2023-11-22 00:00:00,15957.82
2023-11-21 00:00:00,15900.53
2023-11-20 00:00:00,15901.33
2023-11-17 00:00:00,15919.16
2023-11-16 00:00:00,15786.61
2023-11-15 00:00:00,15748.17
2023-11-14 00:00:00,15614.43
2023-11-13 00:00:00,15345.0
2023-11-10 00:00:00,15234.39
2023-11-09 00:00:00,15352.54
2023-11-08 00:00:00,15229.6
2023-11-07 00:00:00,15152.64
2023-11-06 00:00:00,15135.97
2023-11-03 00:00:00,15189.25
2023-11-02 00:00:00,15143.6
2023-11-01 00:00:00,14923.27
2023-10-31 00:00:00,14810.34
2023-10-30 00:00:00,14716.54
2023-10-27 00:00:00,14687.41
2023-10-26 00:00:00,14731.05
2023-10-25 00:00:00,14892.18
2023-10-24 00:00:00,14879.94
2023-10-23 00:00:00,14800.72
2023-10-20 00:00:00,14798.47
2023-10-19 00:00:00,15045.23
2023-10-18 00:00:00,15094.91
2023-10-17 00:00:00,15251.69
2023-10-16 00:00:00,15237.99
2023-10-13 00:00:00,15186.66
2023-10-12 00:00:00,15425.03
2023-10-11 00:00:00,15460.01
2023-10-10 00:00:00,15423.52
2023-10-09 00:00:00,15128.11
2023-10-06 00:00:00,15229.77
2023-10-05 00:00:00,15070.22
2023-10-04 00:00:00,15099.92
2023-10-03 00:00:00,15085.21
2023-10-02 00:00:00,15247.21
2023-09-29 00:00:00,15386.58
2023-09-28 00:00:00,15323.5
2023-09-27 00:00:00,15217.45
2023-09-26 00:00:00,15255.87
2023-09-25 00:00:00,15405.49
2023-09-22 00:00:00,15557.29
2023-09-21 00:00:00,15571.86
2023-09-20 00:00:00,15781.59
2023-09-19 00:00:00,15664.48
2023-09-18 00:00:00,15727.12
2023-09-15 00:00:00,15893.53
2023-09-14 00:00:00,15805.29
2023-09-13 00:00:00,15654.03
2023-09-12 00:00:00,15715.53
2023-09-11 00:00:00,15800.99
2023-09-08 00:00:00,15740.3
2023-09-07 00:00:00,15718.66
2023-09-06 00:00:00,15741.37
2023-09-05 00:00:00,15771.71
2023-09-04 00:00:00,15824.85
2023-09-01 00:00:00,15840.34
2023-08-31 00:00:00,15947.08
2023-08-30 00:00:00,15891.93
2023-08-29 00:00:00,15930.88
2023-08-28 00:00:00,15792.61
2023-08-25 00:00:00,15631.82
2023-08-24 00:00:00,15621.49
2023-08-23 00:00:00,15728.41
2023-08-22 00:00:00,15705.62
2023-08-21 00:00:00,15603.28
2023-08-18 00:00:00,15574.26
2023-08-17 00:00:00,15676.9
2023-08-16 00:00:00,15789.45
2023-08-15 00:00:00,15767.28
2023-08-14 00:00:00,15904.25
2023-08-11 00:00:00,15832.17
2023-08-10 00:00:00,15996.52
2023-08-09 00:00:00,15852.58
2023-08-08 00:00:00,15774.93
2023-08-07 00:00:00,15950.76
2023-08-04 00:00:00,15951.86
2023-08-03 00:00:00,15893.38
2023-08-02 00:00:00,16020.02
2023-08-01 00:00:00,16240.4
2023-07-31 00:00:00,16446.83
2023-07-28 00:00:00,16469.75
2023-07-27 00:00:00,16406.03
2023-07-26 00:00:00,16131.46
2023-07-25 00:00:00,16211.59
2023-07-24 00:00:00,16190.95
2023-07-21 00:00:00,16177.22
2023-07-20 00:00:00,16204.22
2023-07-19 00:00:00,16108.93
2023-07-18 00:00:00,16125.49
2023-07-17 00:00:00,16068.65
2023-07-14 00:00:00,16105.07
2023-07-13 00:00:00,16141.03
2023-07-12 00:00:00,16023.0
2023-07-11 00:00:00,15790.34
2023-07-10 00:00:00,15673.16
2023-07-07 00:00:00,15603.4
2023-07-06 00:00:00,15528.54
2023-07-05 00:00:00,15937.58
2023-07-04 00:00:00,16039.17
2023-07-03 00:00:00,16081.04
2023-06-30 00:00:00,16147.9
2023-06-29 00:00:00,15946.72
2023-06-28 00:00:00,15949.0
2023-06-27 00:00:00,15846.86
2023-06-26 00:00:00,15813.06
2023-06-23 00:00:00,15829.94
2023-06-22 00:00:00,15988.16
2023-06-21 00:00:00,16023.13
2023-06-20 00:00:00,16111.32
2023-06-19 00:00:00,16201.2
2023-06-16 00:00:00,16357.63
2023-06-15 00:00:00,16290.12
2023-06-14 00:00:00,16310.79
2023-06-13 00:00:00,16230.68
2023-06-12 00:00:00,16097.87
2023-06-09 00:00:00,15949.84
2023-06-08 00:00:00,15989.96
2023-06-07 00:00:00,15960.56
2023-06-06 00:00:00,15992.44
2023-06-05 00:00:00,15963.89
2023-06-02 00:00:00,16051.23
2023-06-01 00:00:00,15853.66
2023-05-31 00:00:00,15664.02
2023-05-30 00:00:00,15908.91
2023-05-29 00:00:00,15952.73
2023-05-26 00:00:00,15983.97
2023-05-25 00:00:00,15793.8
2023-05-24 00:00:00,15842.13
2023-05-23 00:00:00,16152.86
2023-05-22 00:00:00,16223.99
2023-05-19 00:00:00,16275.38
2023-05-18 00:00:00,16163.36
2023-05-17 00:00:00,15951.3
2023-05-16 00:00:00,15897.93
2023-05-15 00:00:00,15917.24
2023-05-12 00:00:00,15913.82
2023-05-11 00:00:00,15834.91
2023-05-10 00:00:00,15896.23
2023-05-09 00:00:00,15955.48
2023-05-08 00:00:00,15952.83
2023-05-05 00:00:00,15961.02
2023-05-04 00:00:00,15734.24
2023-05-03 00:00:00,15815.06
2023-05-02 00:00:00,15726.94
2023-05-01 00:00:00,15922.38
2023-04-28 00:00:00,15922.38
2023-04-27 00:00:00,15800.45
2023-04-26 00:00:00,15795.73
2023-04-25 00:00:00,15872.13
2023-04-24 00:00:00,15863.95
2023-04-21 00:00:00,15881.66
2023-04-20 00:00:00,15795.97
2023-04-19 00:00:00,15895.2
2023-04-18 00:00:00,15882.67
2023-04-17 00:00:00,15789.53
2023-04-14 00:00:00,15807.5
2023-04-13 00:00:00,15729.46
2023-04-12 00:00:00,15703.6
2023-04-11 00:00:00,15655.17
2023-04-10 00:00:00,15597.89
2023-04-07 00:00:00,15597.89
2023-04-06 00:00:00,15597.89
2023-04-05 00:00:00,15520.17
2023-04-04 00:00:00,15603.47
2023-04-03 00:00:00,15580.92
2023-03-31 00:00:00,15628.84
2023-03-30 00:00:00,15522.4
2023-03-29 00:00:00,15328.78
2023-03-28 00:00:00,15142.02
2023-03-27 00:00:00,15127.68
2023-03-24 00:00:00,14957.23
2023-03-23 00:00:00,15210.39
2023-03-22 00:00:00,15216.19
2023-03-21 00:00:00,15195.34
2023-03-20 00:00:00,14933.38
2023-03-17 00:00:00,14768.2
2023-03-16 00:00:00,14967.1
2023-03-15 00:00:00,14735.26
2023-03-14 00:00:00,15232.83
2023-03-13 00:00:00,14959.47
2023-03-10 00:00:00,15427.97
2023-03-09 00:00:00,15633.21
2023-03-08 00:00:00,15631.87
2023-03-07 00:00:00,15559.53
2023-03-06 00:00:00,15653.58
2023-03-03 00:00:00,15578.39
2023-03-02 00:00:00,15327.64
2023-03-01 00:00:00,15305.02
2023-02-28 00:00:00,15365.14
2023-02-27 00:00:00,15381.43
2023-02-24 00:00:00,15209.74
2023-02-23 00:00:00,15475.69
2023-02-22 00:00:00,15399.89
2023-02-21 00:00:00,15397.62
2023-02-20 00:00:00,15477.55
2023-02-17 00:00:00,15482.0
2023-02-16 00:00:00,15533.64
2023-02-15 00:00:00,15506.34
2023-02-14 00:00:00,15380.56
2023-02-13 00:00:00,15397.34
2023-02-10 00:00:00,15307.98
2023-02-09 00:00:00,15523.42
2023-02-08 00:00:00,15412.05
2023-02-07 00:00:00,15320.88
2023-02-06 00:00:00,15345.91
2023-02-03 00:00:00,15476.43
2023-02-02 00:00:00,15509.19
2023-02-01 00:00:00,15180.74
2023-01-31 00:00:00,15128.27
2023-01-30 00:00:00,15126.08
2023-01-27 00:00:00,15150.03
2023-01-26 00:00:00,15132.85
2023-01-25 00:00:00,15081.64
