指标名称,富时100指数：收盘价（日）
指标编码,GM0000000325
2026-01-13 00:00:00,10137.35
2026-01-12 00:00:00,10140.7
2026-01-09 00:00:00,10124.6
2026-01-08 00:00:00,10044.69
2026-01-07 00:00:00,10048.21
2026-01-06 00:00:00,10122.73
2026-01-05 00:00:00,10004.57
2026-01-02 00:00:00,9951.14
2026-01-01 00:00:00,9931.38
2025-12-31 00:00:00,9931.38
2025-12-30 00:00:00,9940.71
2025-12-29 00:00:00,9866.53
2025-12-26 00:00:00,9870.68
2025-12-25 00:00:00,9870.68
2025-12-24 00:00:00,9870.68
2025-12-23 00:00:00,9889.22
2025-12-22 00:00:00,9865.97
2025-12-19 00:00:00,9897.42
2025-12-18 00:00:00,9837.77
2025-12-17 00:00:00,9774.32
2025-12-16 00:00:00,9684.79
2025-12-15 00:00:00,9751.31
2025-12-12 00:00:00,9649.03
2025-12-11 00:00:00,9703.16
2025-12-10 00:00:00,9655.53
2025-12-09 00:00:00,9642.01
2025-12-08 00:00:00,9645.09
2025-12-05 00:00:00,9667.01
2025-12-04 00:00:00,9710.87
2025-12-03 00:00:00,9692.07
2025-12-02 00:00:00,9701.8
2025-12-01 00:00:00,9702.53
2025-11-28 00:00:00,9720.51
2025-11-27 00:00:00,9693.93
2025-11-26 00:00:00,9691.58
2025-11-25 00:00:00,9609.53
2025-11-24 00:00:00,9534.91
2025-11-21 00:00:00,9539.71
2025-11-20 00:00:00,9527.65
2025-11-19 00:00:00,9507.41
2025-11-18 00:00:00,9552.3
2025-11-17 00:00:00,9675.43
2025-11-14 00:00:00,9698.37
2025-11-13 00:00:00,9807.68
2025-11-12 00:00:00,9911.42
2025-11-11 00:00:00,9899.6
2025-11-10 00:00:00,9787.15
2025-11-07 00:00:00,9682.57
2025-11-06 00:00:00,9735.78
2025-11-05 00:00:00,9777.08
2025-11-04 00:00:00,9714.96
2025-11-03 00:00:00,9701.37
2025-10-31 00:00:00,9717.25
2025-10-30 00:00:00,9760.06
2025-10-29 00:00:00,9756.14
2025-10-28 00:00:00,9696.74
2025-10-27 00:00:00,9653.82
2025-10-24 00:00:00,9645.62
2025-10-23 00:00:00,9578.57
2025-10-22 00:00:00,9515.0
2025-10-21 00:00:00,9426.99
2025-10-20 00:00:00,9403.57
2025-10-17 00:00:00,9354.57
2025-10-16 00:00:00,9436.09
2025-10-15 00:00:00,9424.75
2025-10-14 00:00:00,9452.77
2025-10-13 00:00:00,9442.87
2025-10-10 00:00:00,9427.47
2025-10-09 00:00:00,9509.4
2025-10-08 00:00:00,9548.87
2025-10-07 00:00:00,9483.58
2025-10-06 00:00:00,9479.14
2025-10-03 00:00:00,9491.25
2025-10-02 00:00:00,9427.73
2025-10-01 00:00:00,9446.43
2025-09-30 00:00:00,9350.43
2025-09-29 00:00:00,9299.84
2025-09-26 00:00:00,9284.83
2025-09-25 00:00:00,9213.98
2025-09-24 00:00:00,9250.43
2025-09-23 00:00:00,9223.32
2025-09-22 00:00:00,9226.68
2025-09-19 00:00:00,9216.67
2025-09-18 00:00:00,9228.11
2025-09-17 00:00:00,9208.37
2025-09-16 00:00:00,9195.66
2025-09-15 00:00:00,9277.03
2025-09-12 00:00:00,9283.29
2025-09-11 00:00:00,9297.58
2025-09-10 00:00:00,9225.39
2025-09-09 00:00:00,9242.53
2025-09-08 00:00:00,9221.44
2025-09-05 00:00:00,9208.21
2025-09-04 00:00:00,9216.87
2025-09-03 00:00:00,9177.99
2025-09-02 00:00:00,9116.69
2025-09-01 00:00:00,9196.34
2025-08-29 00:00:00,9187.34
2025-08-28 00:00:00,9216.82
2025-08-27 00:00:00,9255.5
2025-08-26 00:00:00,9265.8
2025-08-25 00:00:00,9321.4
2025-08-22 00:00:00,9321.4
2025-08-21 00:00:00,9309.2
2025-08-20 00:00:00,9288.14
2025-08-19 00:00:00,9189.22
2025-08-18 00:00:00,9157.74
2025-08-15 00:00:00,9138.9
2025-08-14 00:00:00,9177.24
2025-08-13 00:00:00,9165.23
2025-08-12 00:00:00,9147.81
2025-08-11 00:00:00,9129.71
2025-08-08 00:00:00,9095.73
2025-08-07 00:00:00,9100.77
2025-08-06 00:00:00,9164.31
2025-08-05 00:00:00,9142.73
2025-08-04 00:00:00,9128.3
2025-08-01 00:00:00,9068.58
2025-07-31 00:00:00,9132.81
2025-07-30 00:00:00,9136.94
2025-07-29 00:00:00,9136.32
2025-07-28 00:00:00,9081.44
2025-07-25 00:00:00,9120.31
2025-07-24 00:00:00,9138.37
2025-07-23 00:00:00,9061.49
2025-07-22 00:00:00,9023.81
2025-07-21 00:00:00,9012.99
2025-07-18 00:00:00,8992.12
2025-07-17 00:00:00,8972.64
2025-07-16 00:00:00,8926.55
2025-07-15 00:00:00,8938.32
2025-07-14 00:00:00,8998.06
2025-07-11 00:00:00,8941.12
2025-07-10 00:00:00,8975.66
2025-07-09 00:00:00,8867.02
2025-07-08 00:00:00,8854.18
2025-07-07 00:00:00,8806.53
2025-07-04 00:00:00,8822.91
2025-07-03 00:00:00,8823.2
2025-07-02 00:00:00,8774.69
2025-07-01 00:00:00,8785.33
2025-06-30 00:00:00,8760.96
2025-06-27 00:00:00,8798.91
2025-06-26 00:00:00,8735.6
2025-06-25 00:00:00,8718.75
2025-06-24 00:00:00,8758.99
2025-06-23 00:00:00,8758.04
2025-06-20 00:00:00,8774.65
2025-06-19 00:00:00,8791.8
2025-06-18 00:00:00,8843.47
2025-06-17 00:00:00,8834.03
2025-06-16 00:00:00,8875.22
2025-06-13 00:00:00,8850.63
2025-06-12 00:00:00,8884.92
2025-06-11 00:00:00,8864.35
2025-06-10 00:00:00,8853.08
2025-06-09 00:00:00,8832.28
2025-06-06 00:00:00,8837.91
2025-06-05 00:00:00,8811.04
2025-06-04 00:00:00,8801.29
2025-06-03 00:00:00,8787.02
2025-06-02 00:00:00,8774.26
2025-05-30 00:00:00,8772.38
2025-05-29 00:00:00,8716.45
2025-05-28 00:00:00,8726.01
2025-05-27 00:00:00,8778.05
2025-05-26 00:00:00,8717.97
2025-05-23 00:00:00,8717.97
2025-05-22 00:00:00,8739.26
2025-05-21 00:00:00,8786.46
2025-05-20 00:00:00,8781.12
2025-05-19 00:00:00,8699.31
2025-05-16 00:00:00,8684.56
2025-05-15 00:00:00,8633.75
2025-05-14 00:00:00,8585.01
2025-05-13 00:00:00,8602.92
2025-05-12 00:00:00,8604.98
2025-05-09 00:00:00,8554.8
2025-05-08 00:00:00,8531.61
2025-05-07 00:00:00,8559.33
2025-05-06 00:00:00,8597.42
2025-05-05 00:00:00,8596.35
2025-05-02 00:00:00,8596.35
2025-05-01 00:00:00,8496.8
2025-04-30 00:00:00,8494.85
2025-04-29 00:00:00,8463.46
2025-04-28 00:00:00,8417.34
2025-04-25 00:00:00,8415.25
2025-04-24 00:00:00,8407.44
2025-04-23 00:00:00,8403.18
2025-04-22 00:00:00,8328.6
2025-04-21 00:00:00,8275.66
2025-04-18 00:00:00,8275.66
2025-04-17 00:00:00,8275.66
2025-04-16 00:00:00,8275.6
2025-04-15 00:00:00,8249.12
2025-04-14 00:00:00,8134.34
2025-04-11 00:00:00,7964.18
2025-04-10 00:00:00,7913.25
2025-04-09 00:00:00,7679.48
2025-04-08 00:00:00,7910.53
2025-04-07 00:00:00,7702.08
2025-04-04 00:00:00,8054.98
2025-04-03 00:00:00,8474.74
2025-04-02 00:00:00,8608.48
2025-04-01 00:00:00,8634.8
2025-03-31 00:00:00,8582.81
2025-03-28 00:00:00,8658.85
2025-03-27 00:00:00,8666.12
2025-03-26 00:00:00,8689.59
2025-03-25 00:00:00,8663.8
2025-03-24 00:00:00,8638.01
2025-03-21 00:00:00,8646.79
2025-03-20 00:00:00,8701.99
2025-03-19 00:00:00,8706.66
2025-03-18 00:00:00,8705.23
2025-03-17 00:00:00,8680.29
2025-03-14 00:00:00,8632.33
2025-03-13 00:00:00,8542.56
2025-03-12 00:00:00,8540.97
2025-03-11 00:00:00,8495.99
2025-03-10 00:00:00,8600.22
2025-03-07 00:00:00,8679.88
2025-03-06 00:00:00,8682.84
2025-03-05 00:00:00,8755.84
2025-03-04 00:00:00,8759.0
2025-03-03 00:00:00,8871.31
2025-02-28 00:00:00,8809.74
2025-02-27 00:00:00,8756.21
2025-02-26 00:00:00,8731.46
2025-02-25 00:00:00,8668.67
2025-02-24 00:00:00,8658.98
2025-02-21 00:00:00,8659.37
2025-02-20 00:00:00,8662.97
2025-02-19 00:00:00,8712.53
2025-02-18 00:00:00,8766.73
2025-02-17 00:00:00,8768.01
2025-02-14 00:00:00,8732.46
2025-02-13 00:00:00,8764.72
2025-02-12 00:00:00,8807.44
2025-02-11 00:00:00,8777.39
2025-02-10 00:00:00,8767.8
2025-02-07 00:00:00,8700.53
2025-02-06 00:00:00,8727.28
2025-02-05 00:00:00,8623.29
2025-02-04 00:00:00,8570.77
2025-02-03 00:00:00,8583.56
2025-01-31 00:00:00,8673.96
2025-01-30 00:00:00,8646.88
2025-01-29 00:00:00,8557.81
2025-01-28 00:00:00,8533.87
2025-01-27 00:00:00,8503.71
2025-01-24 00:00:00,8502.35
2025-01-23 00:00:00,8565.2
2025-01-22 00:00:00,8545.13
2025-01-21 00:00:00,8548.29
2025-01-20 00:00:00,8520.54
2025-01-17 00:00:00,8505.22
2025-01-16 00:00:00,8391.9
2025-01-15 00:00:00,8301.13
2025-01-14 00:00:00,8201.54
2025-01-13 00:00:00,8224.19
2025-01-10 00:00:00,8248.49
2025-01-09 00:00:00,8319.69
2025-01-08 00:00:00,8251.03
2025-01-07 00:00:00,8245.28
2025-01-06 00:00:00,8249.66
2025-01-03 00:00:00,8223.98
2025-01-02 00:00:00,8260.09
2025-01-01 00:00:00,8173.02
2024-12-31 00:00:00,8173.02
2024-12-30 00:00:00,8121.01
2024-12-27 00:00:00,8149.78
2024-12-26 00:00:00,8136.99
2024-12-25 00:00:00,8136.99
2024-12-24 00:00:00,8136.99
2024-12-23 00:00:00,8102.72
2024-12-20 00:00:00,8084.61
2024-12-19 00:00:00,8105.32
2024-12-18 00:00:00,8199.11
2024-12-17 00:00:00,8195.2
2024-12-16 00:00:00,8262.05
2024-12-13 00:00:00,8300.33
2024-12-12 00:00:00,8311.76
2024-12-11 00:00:00,8301.62
2024-12-10 00:00:00,8280.36
2024-12-09 00:00:00,8352.08
2024-12-06 00:00:00,8308.61
2024-12-05 00:00:00,8349.38
2024-12-04 00:00:00,8335.81
2024-12-03 00:00:00,8359.41
2024-12-02 00:00:00,8312.89
2024-11-29 00:00:00,8287.3
2024-11-28 00:00:00,8281.22
2024-11-27 00:00:00,8274.75
2024-11-26 00:00:00,8258.61
2024-11-25 00:00:00,8291.68
2024-11-22 00:00:00,8262.08
2024-11-21 00:00:00,8149.27
2024-11-20 00:00:00,8085.07
2024-11-19 00:00:00,8099.02
2024-11-18 00:00:00,8109.32
2024-11-15 00:00:00,8063.61
2024-11-14 00:00:00,8071.19
2024-11-13 00:00:00,8030.33
2024-11-12 00:00:00,8025.77
2024-11-11 00:00:00,8125.19
2024-11-08 00:00:00,8072.39
2024-11-07 00:00:00,8140.74
2024-11-06 00:00:00,8166.68
2024-11-05 00:00:00,8172.39
2024-11-04 00:00:00,8184.24
2024-11-01 00:00:00,8177.15
2024-10-31 00:00:00,8110.1
2024-10-30 00:00:00,8159.63
2024-10-29 00:00:00,8219.61
2024-10-28 00:00:00,8285.62
2024-10-25 00:00:00,8248.84
2024-10-24 00:00:00,8269.38
2024-10-23 00:00:00,8258.64
2024-10-22 00:00:00,8306.54
2024-10-21 00:00:00,8318.24
2024-10-18 00:00:00,8358.25
2024-10-17 00:00:00,8385.13
2024-10-16 00:00:00,8329.07
2024-10-15 00:00:00,8249.28
2024-10-14 00:00:00,8292.66
2024-10-11 00:00:00,8253.65
2024-10-10 00:00:00,8237.73
2024-10-09 00:00:00,8243.74
2024-10-08 00:00:00,8190.61
2024-10-07 00:00:00,8303.62
2024-10-04 00:00:00,8280.63
2024-10-03 00:00:00,8282.52
2024-10-02 00:00:00,8290.86
2024-10-01 00:00:00,8276.65
2024-09-30 00:00:00,8236.95
2024-09-27 00:00:00,8320.76
2024-09-26 00:00:00,8284.91
2024-09-25 00:00:00,8268.7
2024-09-24 00:00:00,8282.76
2024-09-23 00:00:00,8259.71
2024-09-20 00:00:00,8229.99
2024-09-19 00:00:00,8328.72
2024-09-18 00:00:00,8253.68
2024-09-17 00:00:00,8309.86
2024-09-16 00:00:00,8278.44
2024-09-13 00:00:00,8273.09
2024-09-12 00:00:00,8240.97
2024-09-11 00:00:00,8193.94
2024-09-10 00:00:00,8205.98
2024-09-09 00:00:00,8270.84
2024-09-06 00:00:00,8181.47
2024-09-05 00:00:00,8241.71
2024-09-04 00:00:00,8269.6
2024-09-03 00:00:00,8298.46
2024-09-02 00:00:00,8363.84
2024-08-30 00:00:00,8376.63
2024-08-29 00:00:00,8379.64
2024-08-28 00:00:00,8343.85
2024-08-27 00:00:00,8345.46
2024-08-26 00:00:00,8327.78
2024-08-23 00:00:00,8327.78
2024-08-22 00:00:00,8288.0
2024-08-21 00:00:00,8283.43
2024-08-20 00:00:00,8273.32
2024-08-19 00:00:00,8356.94
2024-08-16 00:00:00,8311.41
2024-08-15 00:00:00,8347.35
2024-08-14 00:00:00,8281.05
2024-08-13 00:00:00,8235.23
2024-08-12 00:00:00,8210.25
2024-08-09 00:00:00,8168.1
2024-08-08 00:00:00,8144.97
2024-08-07 00:00:00,8166.88
2024-08-06 00:00:00,8026.69
2024-08-05 00:00:00,8008.23
2024-08-02 00:00:00,8174.71
2024-08-01 00:00:00,8283.36
2024-07-31 00:00:00,8367.98
2024-07-30 00:00:00,8274.41
2024-07-29 00:00:00,8292.35
2024-07-26 00:00:00,8285.71
2024-07-25 00:00:00,8186.35
2024-07-24 00:00:00,8153.69
2024-07-23 00:00:00,8167.37
2024-07-22 00:00:00,8198.78
2024-07-19 00:00:00,8155.72
2024-07-18 00:00:00,8204.89
2024-07-17 00:00:00,8187.46
2024-07-16 00:00:00,8164.9
2024-07-15 00:00:00,8182.96
2024-07-12 00:00:00,8252.91
2024-07-11 00:00:00,8223.34
2024-07-10 00:00:00,8193.51
2024-07-09 00:00:00,8139.81
2024-07-08 00:00:00,8193.49
2024-07-05 00:00:00,8203.93
2024-07-04 00:00:00,8241.26
2024-07-03 00:00:00,8171.12
2024-07-02 00:00:00,8121.2
2024-07-01 00:00:00,8166.76
2024-06-28 00:00:00,8164.12
2024-06-27 00:00:00,8179.68
2024-06-26 00:00:00,8225.33
2024-06-25 00:00:00,8247.79
2024-06-24 00:00:00,8281.55
2024-06-21 00:00:00,8237.72
2024-06-20 00:00:00,8272.46
2024-06-19 00:00:00,8205.11
2024-06-18 00:00:00,8191.29
2024-06-17 00:00:00,8142.15
2024-06-14 00:00:00,8146.86
2024-06-13 00:00:00,8163.67
2024-06-12 00:00:00,8215.48
2024-06-11 00:00:00,8147.81
2024-06-10 00:00:00,8228.48
2024-06-07 00:00:00,8245.37
2024-06-06 00:00:00,8285.34
2024-06-05 00:00:00,8246.95
2024-06-04 00:00:00,8232.04
2024-06-03 00:00:00,8262.75
2024-05-31 00:00:00,8275.38
2024-05-30 00:00:00,8231.05
2024-05-29 00:00:00,8183.07
2024-05-28 00:00:00,8254.18
2024-05-27 00:00:00,8317.59
2024-05-24 00:00:00,8317.59
2024-05-23 00:00:00,8339.23
2024-05-22 00:00:00,8370.33
2024-05-21 00:00:00,8416.45
2024-05-20 00:00:00,8424.2
2024-05-17 00:00:00,8420.26
2024-05-16 00:00:00,8438.65
2024-05-15 00:00:00,8445.8
2024-05-14 00:00:00,8428.13
2024-05-13 00:00:00,8414.99
2024-05-10 00:00:00,8433.76
2024-05-09 00:00:00,8381.35
2024-05-08 00:00:00,8354.05
2024-05-07 00:00:00,8313.67
2024-05-06 00:00:00,8213.49
2024-05-03 00:00:00,8213.49
2024-05-02 00:00:00,8172.15
2024-05-01 00:00:00,8121.24
2024-04-30 00:00:00,8144.13
2024-04-29 00:00:00,8147.03
2024-04-26 00:00:00,8139.83
2024-04-25 00:00:00,8078.86
2024-04-24 00:00:00,8040.38
2024-04-23 00:00:00,8044.81
2024-04-22 00:00:00,8023.87
2024-04-19 00:00:00,7895.85
2024-04-18 00:00:00,7877.05
2024-04-17 00:00:00,7847.99
2024-04-16 00:00:00,7820.36
2024-04-15 00:00:00,7965.53
2024-04-12 00:00:00,7995.58
2024-04-11 00:00:00,7923.8
2024-04-10 00:00:00,7961.21
2024-04-09 00:00:00,7934.79
2024-04-08 00:00:00,7943.47
2024-04-05 00:00:00,7911.16
2024-04-04 00:00:00,7975.89
2024-04-03 00:00:00,7937.44
2024-04-02 00:00:00,7935.09
2024-04-01 00:00:00,7952.62
2024-03-29 00:00:00,7952.62
2024-03-28 00:00:00,7952.62
2024-03-27 00:00:00,7931.98
2024-03-26 00:00:00,7930.96
2024-03-25 00:00:00,7917.57
2024-03-22 00:00:00,7930.92
2024-03-21 00:00:00,7882.55
2024-03-20 00:00:00,7737.38
2024-03-19 00:00:00,7738.3
2024-03-18 00:00:00,7722.55
2024-03-15 00:00:00,7727.42
2024-03-14 00:00:00,7743.15
2024-03-13 00:00:00,7772.17
2024-03-12 00:00:00,7747.81
2024-03-11 00:00:00,7669.23
2024-03-08 00:00:00,7659.74
2024-03-07 00:00:00,7692.46
2024-03-06 00:00:00,7679.31
2024-03-05 00:00:00,7646.16
2024-03-04 00:00:00,7640.33
2024-03-01 00:00:00,7682.5
2024-02-29 00:00:00,7630.02
2024-02-28 00:00:00,7624.98
2024-02-27 00:00:00,7683.02
2024-02-26 00:00:00,7684.3
2024-02-23 00:00:00,7706.28
2024-02-22 00:00:00,7684.49
2024-02-21 00:00:00,7662.51
2024-02-20 00:00:00,7719.21
2024-02-19 00:00:00,7728.5
2024-02-16 00:00:00,7711.71
2024-02-15 00:00:00,7597.53
2024-02-14 00:00:00,7568.4
2024-02-13 00:00:00,7512.28
2024-02-12 00:00:00,7573.69
2024-02-09 00:00:00,7572.58
2024-02-08 00:00:00,7595.48
2024-02-07 00:00:00,7628.75
2024-02-06 00:00:00,7681.01
2024-02-05 00:00:00,7612.86
2024-02-02 00:00:00,7615.54
2024-02-01 00:00:00,7622.16
2024-01-31 00:00:00,7630.57
2024-01-30 00:00:00,7666.31
2024-01-29 00:00:00,7632.74
2024-01-26 00:00:00,7635.09
2024-01-25 00:00:00,7529.73
2024-01-24 00:00:00,7527.67
2024-01-23 00:00:00,7485.73
2024-01-22 00:00:00,7487.71
2024-01-19 00:00:00,7461.93
2024-01-18 00:00:00,7459.09
2024-01-17 00:00:00,7446.29
2024-01-16 00:00:00,7558.34
2024-01-15 00:00:00,7594.91
2024-01-12 00:00:00,7624.93
2024-01-11 00:00:00,7576.59
2024-01-10 00:00:00,7651.76
2024-01-09 00:00:00,7683.96
2024-01-08 00:00:00,7694.19
2024-01-05 00:00:00,7689.61
2024-01-04 00:00:00,7723.07
2024-01-03 00:00:00,7682.33
2024-01-02 00:00:00,7721.52
2024-01-01 00:00:00,7733.24
2023-12-29 00:00:00,7733.24
2023-12-28 00:00:00,7722.74
2023-12-27 00:00:00,7724.95
2023-12-26 00:00:00,7697.51
2023-12-25 00:00:00,7697.51
2023-12-22 00:00:00,7697.51
2023-12-21 00:00:00,7694.73
2023-12-20 00:00:00,7715.68
2023-12-19 00:00:00,7638.03
2023-12-18 00:00:00,7614.48
2023-12-15 00:00:00,7576.36
2023-12-14 00:00:00,7648.98
2023-12-13 00:00:00,7548.44
2023-12-12 00:00:00,7542.77
2023-12-11 00:00:00,7544.89
2023-12-08 00:00:00,7554.47
2023-12-07 00:00:00,7513.72
2023-12-06 00:00:00,7515.38
2023-12-05 00:00:00,7489.84
2023-12-04 00:00:00,7512.96
2023-12-01 00:00:00,7529.35
2023-11-30 00:00:00,7453.75
2023-11-29 00:00:00,7423.46
2023-11-28 00:00:00,7455.24
2023-11-27 00:00:00,7460.7
2023-11-24 00:00:00,7488.2
2023-11-23 00:00:00,7483.58
2023-11-22 00:00:00,7469.51
2023-11-21 00:00:00,7481.99
2023-11-20 00:00:00,7496.36
2023-11-17 00:00:00,7504.25
2023-11-16 00:00:00,7410.97
2023-11-15 00:00:00,7486.91
2023-11-14 00:00:00,7440.47
2023-11-13 00:00:00,7425.83
2023-11-10 00:00:00,7360.55
2023-11-09 00:00:00,7455.67
2023-11-08 00:00:00,7401.72
2023-11-07 00:00:00,7410.04
2023-11-06 00:00:00,7417.76
2023-11-03 00:00:00,7417.73
2023-11-02 00:00:00,7446.53
2023-11-01 00:00:00,7342.43
2023-10-31 00:00:00,7321.72
2023-10-30 00:00:00,7327.39
2023-10-27 00:00:00,7291.28
2023-10-26 00:00:00,7354.57
2023-10-25 00:00:00,7414.34
2023-10-24 00:00:00,7389.7
2023-10-23 00:00:00,7374.83
2023-10-20 00:00:00,7402.14
2023-10-19 00:00:00,7499.53
2023-10-18 00:00:00,7588.0
2023-10-17 00:00:00,7675.21
2023-10-16 00:00:00,7630.63
2023-10-13 00:00:00,7599.6
2023-10-12 00:00:00,7644.78
2023-10-11 00:00:00,7620.03
2023-10-10 00:00:00,7628.21
2023-10-09 00:00:00,7492.21
2023-10-06 00:00:00,7494.58
2023-10-05 00:00:00,7451.54
2023-10-04 00:00:00,7412.45
2023-10-03 00:00:00,7470.16
2023-10-02 00:00:00,7510.72
2023-09-29 00:00:00,7608.08
2023-09-28 00:00:00,7601.85
2023-09-27 00:00:00,7593.22
2023-09-26 00:00:00,7625.72
2023-09-25 00:00:00,7623.99
2023-09-22 00:00:00,7683.91
2023-09-21 00:00:00,7678.62
2023-09-20 00:00:00,7731.65
2023-09-19 00:00:00,7660.2
2023-09-18 00:00:00,7652.94
2023-09-15 00:00:00,7711.38
2023-09-14 00:00:00,7673.08
2023-09-13 00:00:00,7525.99
2023-09-12 00:00:00,7527.53
2023-09-11 00:00:00,7496.87
2023-09-08 00:00:00,7478.19
2023-09-07 00:00:00,7441.72
2023-09-06 00:00:00,7426.14
2023-09-05 00:00:00,7437.93
2023-09-04 00:00:00,7452.76
2023-09-01 00:00:00,7464.54
2023-08-31 00:00:00,7439.13
2023-08-30 00:00:00,7473.67
2023-08-29 00:00:00,7464.99
2023-08-28 00:00:00,7338.58
2023-08-25 00:00:00,7338.58
2023-08-24 00:00:00,7333.63
2023-08-23 00:00:00,7320.53
2023-08-22 00:00:00,7270.76
2023-08-21 00:00:00,7257.82
2023-08-18 00:00:00,7262.43
2023-08-17 00:00:00,7310.21
2023-08-16 00:00:00,7356.88
2023-08-15 00:00:00,7389.64
2023-08-14 00:00:00,7507.15
2023-08-11 00:00:00,7524.16
2023-08-10 00:00:00,7618.6
2023-08-09 00:00:00,7587.3
2023-08-08 00:00:00,7527.42
2023-08-07 00:00:00,7554.49
2023-08-04 00:00:00,7564.37
2023-08-03 00:00:00,7529.16
2023-08-02 00:00:00,7561.63
2023-08-01 00:00:00,7666.27
2023-07-31 00:00:00,7699.41
2023-07-28 00:00:00,7694.27
2023-07-27 00:00:00,7692.76
2023-07-26 00:00:00,7676.89
2023-07-25 00:00:00,7691.8
2023-07-24 00:00:00,7678.59
2023-07-21 00:00:00,7663.73
2023-07-20 00:00:00,7646.05
2023-07-19 00:00:00,7588.2
2023-07-18 00:00:00,7453.69
2023-07-17 00:00:00,7406.42
2023-07-14 00:00:00,7434.57
2023-07-13 00:00:00,7440.21
2023-07-12 00:00:00,7416.11
2023-07-11 00:00:00,7282.52
2023-07-10 00:00:00,7273.79
2023-07-07 00:00:00,7256.94
2023-07-06 00:00:00,7280.5
2023-07-05 00:00:00,7442.1
2023-07-04 00:00:00,7519.72
2023-07-03 00:00:00,7527.26
2023-06-30 00:00:00,7531.53
2023-06-29 00:00:00,7471.69
2023-06-28 00:00:00,7500.49
2023-06-27 00:00:00,7461.46
2023-06-26 00:00:00,7453.58
2023-06-23 00:00:00,7461.87
2023-06-22 00:00:00,7502.03
2023-06-21 00:00:00,7559.18
2023-06-20 00:00:00,7569.31
2023-06-19 00:00:00,7588.48
2023-06-16 00:00:00,7642.72
2023-06-15 00:00:00,7628.26
2023-06-14 00:00:00,7602.74
2023-06-13 00:00:00,7594.78
2023-06-12 00:00:00,7570.69
2023-06-09 00:00:00,7562.36
2023-06-08 00:00:00,7599.74
2023-06-07 00:00:00,7624.34
2023-06-06 00:00:00,7628.1
2023-06-05 00:00:00,7599.99
2023-06-02 00:00:00,7607.28
2023-06-01 00:00:00,7490.27
2023-05-31 00:00:00,7446.14
2023-05-30 00:00:00,7522.07
2023-05-29 00:00:00,7627.2
2023-05-26 00:00:00,7627.2
2023-05-25 00:00:00,7570.87
2023-05-24 00:00:00,7627.1
2023-05-23 00:00:00,7762.95
2023-05-22 00:00:00,7770.99
2023-05-19 00:00:00,7756.87
2023-05-18 00:00:00,7742.3
2023-05-17 00:00:00,7723.23
2023-05-16 00:00:00,7751.08
2023-05-15 00:00:00,7777.7
2023-05-12 00:00:00,7754.62
2023-05-11 00:00:00,7730.58
2023-05-10 00:00:00,7741.33
2023-05-09 00:00:00,7764.09
2023-05-08 00:00:00,7778.38
2023-05-05 00:00:00,7778.38
2023-05-04 00:00:00,7702.64
2023-05-03 00:00:00,7788.37
2023-05-02 00:00:00,7773.03
2023-05-01 00:00:00,7870.57
2023-04-28 00:00:00,7870.57
2023-04-27 00:00:00,7831.58
2023-04-26 00:00:00,7852.64
2023-04-25 00:00:00,7891.13
2023-04-24 00:00:00,7912.2
2023-04-21 00:00:00,7914.13
2023-04-20 00:00:00,7902.61
2023-04-19 00:00:00,7898.77
2023-04-18 00:00:00,7909.44
2023-04-17 00:00:00,7879.51
2023-04-14 00:00:00,7871.91
2023-04-13 00:00:00,7843.38
2023-04-12 00:00:00,7824.84
2023-04-11 00:00:00,7785.72
2023-04-10 00:00:00,7741.56
2023-04-07 00:00:00,7741.56
2023-04-06 00:00:00,7741.56
2023-04-05 00:00:00,7662.94
2023-04-04 00:00:00,7634.52
2023-04-03 00:00:00,7673.0
2023-03-31 00:00:00,7631.74
2023-03-30 00:00:00,7620.43
2023-03-29 00:00:00,7564.27
2023-03-28 00:00:00,7484.25
2023-03-27 00:00:00,7471.77
2023-03-24 00:00:00,7405.45
2023-03-23 00:00:00,7499.6
2023-03-22 00:00:00,7566.84
2023-03-21 00:00:00,7536.22
2023-03-20 00:00:00,7403.85
2023-03-17 00:00:00,7335.4
2023-03-16 00:00:00,7410.03
2023-03-15 00:00:00,7344.45
2023-03-14 00:00:00,7637.11
2023-03-13 00:00:00,7548.63
2023-03-10 00:00:00,7748.35
2023-03-09 00:00:00,7879.98
2023-03-08 00:00:00,7929.92
2023-03-07 00:00:00,7919.48
2023-03-06 00:00:00,7929.79
2023-03-03 00:00:00,7947.11
2023-03-02 00:00:00,7944.04
2023-03-01 00:00:00,7914.93
2023-02-28 00:00:00,7876.28
2023-02-27 00:00:00,7935.11
2023-02-24 00:00:00,7878.66
2023-02-23 00:00:00,7907.72
2023-02-22 00:00:00,7930.63
2023-02-21 00:00:00,7977.75
2023-02-20 00:00:00,8014.31
2023-02-17 00:00:00,8004.36
2023-02-16 00:00:00,8012.53
2023-02-15 00:00:00,7997.83
2023-02-14 00:00:00,7953.85
2023-02-13 00:00:00,7947.6
2023-02-10 00:00:00,7882.45
2023-02-09 00:00:00,7911.15
2023-02-08 00:00:00,7885.17
2023-02-07 00:00:00,7864.71
2023-02-06 00:00:00,7836.71
2023-02-03 00:00:00,7901.8
2023-02-02 00:00:00,7820.16
2023-02-01 00:00:00,7761.11
2023-01-31 00:00:00,7771.7
2023-01-30 00:00:00,7784.87
2023-01-27 00:00:00,7765.15
2023-01-26 00:00:00,7761.11
2023-01-25 00:00:00,7744.87
2023-01-24 00:00:00,7757.36
