month,daily_mape_mean,daily_mape_corrected_mean,month_avg_mape,n_points,month_actual_mean,month_pred_mean,prev_month_actual_mean,actual_trend_vs_prev,pred_trend_vs_prev,trend_correct_vs_prev
2025-08,1.5942673956751152,1.5942673956751152,0.49829889711368935,21,1076.6666666666667,1071.301648541076,953.4782608695652,上涨,上涨,1.0
2025-09,1.4184955813200275,1.4184955813200275,0.2447222330980887,23,1038.2608695652175,1035.7200143798339,1076.6666666666667,下跌,下跌,1.0
2025-10,1.4539872896488548,1.4539872896488548,1.2512575117865878,18,1075.0,1061.5489817482942,1038.2608695652175,上涨,上涨,1.0
2025-11,0.6889269353657874,0.6889269353657874,0.6648426680904546,20,1099.0,1091.693379077686,1075.0,上涨,上涨,1.0
2025-12,1.0510664876041402,1.0510664876041402,1.0303777095716165,23,1089.5652173913043,1100.7918545225498,1099.0,不变,不变,1.0
2026-01,4.0192663757340785,4.0192663757340785,4.019266375734083,9,1040.0,1081.8003703076345,1089.5652173913043,下跌,不变,0.0
Overall,1.4596776333073258,1.4596776333073258,1.2847942325657533,114,1072.280701754386,1072.9391244728874,,N/A,N/A,83.33333333333334
