month,daily_mape_mean,daily_mape_corrected_mean,month_avg_mape,n_points,month_actual_mean,month_pred_mean,prev_month_actual_mean,actual_trend_vs_prev,pred_trend_vs_prev,trend_correct_vs_prev
2025-08,5.031763773072182,5.031763773072182,5.022357521438491,21,1484.7619047619048,1559.3319559611678,1299.1304347826087,上涨,上涨,1.0
2025-09,4.04201886462274,4.04201886462274,1.3636813007153763,23,1494.3478260869565,1473.969684214962,1484.7619047619048,不变,不变,1.0
2025-10,3.5271928321968984,3.5271928321968984,3.485224226221096,18,1571.6666666666667,1626.442774088775,1494.3478260869565,上涨,上涨,1.0
2025-11,3.4435297753051928,3.4435297753051928,2.7538422701047773,20,1656.0,1610.3963720070649,1571.6666666666667,上涨,上涨,1.0
2025-12,3.469119161919919,3.469119161919919,0.48087747872955966,23,1550.4347826086957,1542.979090916741,1656.0,下跌,下跌,1.0
2026-01,6.407494006455185,6.407494006455185,6.368115293439526,9,1517.7777777777778,1614.431616564871,1550.4347826086957,下跌,上涨,0.0
Overall,4.109216898146857,4.109216898146857,3.245683015108138,114,1546.3157894736842,1562.7155686494452,,N/A,N/A,83.33333333333334
