month,daily_mape_mean,daily_mape_corrected_mean,month_avg_mape,n_points,month_actual_mean,month_pred_mean,prev_month_actual_mean,actual_trend_vs_prev,pred_trend_vs_prev,trend_correct_vs_prev
2025-08,0.0001704175647195172,0.0001704175647195172,0.0001704175647085858,4,780.0,779.9986707429953,780.0,不变,不变,1.0
2025-09,8.847196667351782e-07,8.847196667351782e-07,8.847196725652723e-07,5,780.0,780.0000069008134,780.0,不变,不变,1.0
2025-10,3.764824395161905,3.764824395161905,3.764824395161901,4,780.0,809.3656302822628,780.0,不变,上涨,0.0
2025-11,3.6920162620263604,3.6920162620263604,3.156492802234933,4,832.5,806.2221974213942,780.0,上涨,上涨,1.0
2025-12,2.8776665721274988,2.8776665721274988,2.8776665721275094,5,850.0,874.4601658630838,832.5,上涨,上涨,1.0
2026-01,1.3893804193714445,1.3893804193714445,1.3893804193714512,2,850.0,861.8097335646573,850.0,不变,不变,1.0
Overall,1.9581309342496107,1.9581309342496107,1.8647559151966957,24,809.1666666666666,815.7610968639755,,N/A,N/A,83.33333333333334
